A	B	nA	nB	nU	nI	jaccard
100707	100709	29018556	28690459	33972315	23736700	0.698707
100707	100715	29018556	29418378	37215441	21221493	0.570234
100707	100725	29018556	29406610	35723792	22701374	0.635469
100707	100727	29018556	29128483	36513883	21633156	0.592464
100707	100728	29018556	29175098	35465124	22728530	0.640870
100707	100742	29018556	29702590	36325915	22395231	0.616508
100707	100745	29018556	29019748	35581442	22456862	0.631140
100707	100751	29018556	29168633	35640101	22547088	0.632633
100707	100753	29018556	29142866	35441837	22719585	0.641039
100707	100755	29018556	29081003	35006290	23093269	0.659689
100707	100758	29018556	29124879	35551794	22591641	0.635457
100707	100759	29018556	29090454	35096436	23012574	0.655695
100707	100760	29018556	29410487	35729515	22699528	0.635316
100707	100761	29018556	28951231	35845441	22124346	0.617215
100707	100763	29018556	29283716	34953800	23348472	0.667981
100707	100764	29018556	29277283	35374939	22920900	0.647942
100707	100765	29018556	29113385	35154192	22977749	0.653628
100707	100766	29018556	29400535	35645768	22773323	0.638879
100707	100778	29018556	29171201	37231682	20958075	0.562910
100707	100784	29018556	29266264	35693754	22591066	0.632914
100707	100787	29018556	29031144	34781025	23268675	0.669005
100707	100792	29018556	29368745	35816863	22570438	0.630162
100707	100800	29018556	28702931	35484923	22236564	0.626648
100707	100805	29018556	29195372	35667985	22545943	0.632106
100707	100838	29018556	28848865	35734149	22133272	0.619387
100707	100852	29018556	28883223	36225480	21676299	0.598372
100707	100861	29018556	29116771	36105677	22029650	0.610144
100707	100862	29018556	28928693	36781281	21165968	0.575455
100707	100891	29018556	29266191	36207228	22077519	0.609754
100707	100892	29018556	28960124	36444438	21534242	0.590879
100707	100902	29018556	29028667	37188392	20858831	0.560896
100707	100916	29018556	29209349	34436068	23791837	0.690899
100707	100954	29018556	28683732	35237701	22464587	0.637516
100707	100958	29018556	28731221	35553386	22196391	0.624312
100707	100959	29018556	28963241	35504765	22477032	0.633071
100707	100988	29018556	28508645	35013249	22513952	0.643012
100707	101003	29018556	29035155	35627430	22426281	0.629467
100707	101018	29018556	28868194	35237245	22649505	0.642772
100707	101023	29018556	28812651	34252712	23578495	0.688369
100707	101024	29018556	28597387	35319104	22296839	0.631297
100707	101025	29018556	28852980	35499170	22372366	0.630222
100707	101027	29018556	28653956	35171237	22501275	0.639764
100707	101040	29018556	29028325	35543926	22502955	0.633103
100707	101054	29018556	29104255	36816627	21306184	0.578711
