A	B	nA	nB	nU	nI	jaccard
100958	100959	28731221	28963241	35098024	22596438	0.643809
100958	100988	28731221	28508645	34164145	23075721	0.675437
100958	101003	28731221	29035155	35061727	22704649	0.647562
100958	101018	28731221	28868194	34465633	23133782	0.671213
100958	101023	28731221	28812651	35632004	21911868	0.614949
100958	101024	28731221	28597387	35007860	22320748	0.637592
100958	101025	28731221	28852980	34943121	22641080	0.647941
100958	101027	28731221	28653956	34767582	22617595	0.650537
100958	101040	28731221	29028325	35066917	22692629	0.647124
100958	101054	28731221	29104255	36464673	21370803	0.586069
