A	B	nA	nB	nU	nI	jaccard
100310	100312	28959338	29206923	34788494	23377767	0.671997
100310	100313	28959338	29053741	34409536	23603543	0.685959
100310	100320	28959338	29474561	35763821	22670078	0.633883
100310	100331	28959338	29108113	35041174	23026277	0.657121
100310	100335	28959338	28741437	36522239	21178536	0.579881
100310	100395	28959338	29063278	34575550	23447066	0.678140
100310	100516	28959338	28638475	34535596	23062217	0.667781
100310	100563	28959338	28620567	34567781	23012124	0.665710
100310	100645	28959338	29331544	33991916	24298966	0.714845
100310	100673	28959338	29085373	34366969	23677742	0.688968
100310	100677	28959338	29090209	35327893	22721654	0.643165
100310	100683	28959338	29177370	35321960	22814748	0.645908
100310	100685	28959338	29318604	35510002	22767940	0.641170
100310	100691	28959338	29198603	35466031	22691910	0.639821
100310	100692	28959338	28736303	34574820	23120821	0.668718
100310	100697	28959338	29669826	35082129	23547035	0.671197
100310	100703	28959338	29016953	35500072	22476219	0.633132
100310	100705	28959338	29111523	35460224	22610637	0.637634
100310	100707	28959338	29018556	35096715	22881179	0.651946
100310	100709	28959338	28690459	35172611	22477186	0.639054
100310	100715	28959338	29418378	36989007	21388709	0.578245
100310	100725	28959338	29406610	35471355	22894593	0.645439
100310	100727	28959338	29128483	36033418	22054403	0.612054
100310	100728	28959338	29175098	35180485	22953951	0.652463
100310	100742	28959338	29702590	35692919	22969009	0.643517
100310	100745	28959338	29019748	35380498	22598588	0.638730
100310	100751	28959338	29168633	34821064	23306907	0.669334
100310	100753	28959338	29142866	34132611	23969593	0.702249
100310	100755	28959338	29081003	34426502	23613839	0.685920
100310	100758	28959338	29124879	34761494	23322723	0.670936
100310	100759	28959338	29090454	34425922	23623870	0.686223
100310	100760	28959338	29410487	34627653	23742172	0.685642
100310	100761	28959338	28951231	35511361	22399208	0.630762
100310	100763	28959338	29283716	34506900	23736154	0.687867
100310	100764	28959338	29277283	35150760	23085861	0.656767
100310	100765	28959338	29113385	34120302	23952421	0.701999
100310	100766	28959338	29400535	35150378	23209495	0.660291
100310	100778	28959338	29171201	37056909	21073630	0.568683
100310	100784	28959338	29266264	34739815	23485787	0.676048
100310	100787	28959338	29031144	35480598	22509884	0.634428
100310	100792	28959338	29368745	35459142	22868941	0.644938
100310	100800	28959338	28702931	35003849	22658420	0.647312
100310	100805	28959338	29195372	35099378	23055332	0.656859
100310	100838	28959338	28848865	35181786	22626417	0.643129
100310	100852	28959338	28883223	36006010	21836551	0.606470
100310	100861	28959338	29116771	35696370	22379739	0.626947
100310	100862	28959338	28928693	36585868	21302163	0.582251
100310	100891	28959338	29266191	35789809	22435720	0.626875
100310	100892	28959338	28960124	36084628	21834834	0.605101
100310	100902	28959338	29028667	36900275	21087730	0.571479
100310	100916	28959338	29209349	35580939	22587748	0.634827
100310	100954	28959338	28683732	34397395	23245675	0.675798
100310	100958	28959338	28731221	34549996	23140563	0.669770
100310	100959	28959338	28963241	35032628	22889951	0.653389
100310	100988	28959338	28508645	33999380	23468603	0.690266
100310	101003	28959338	29035155	34826651	23167842	0.665233
100310	101018	28959338	28868194	34028159	23799373	0.699402
100310	101023	28959338	28812651	35381963	22390026	0.632809
100310	101024	28959338	28597387	34629224	22927501	0.662085
100310	101025	28959338	28852980	34849123	22963195	0.658932
100310	101027	28959338	28653956	34596140	23017154	0.665310
100310	101040	28959338	29028325	34687174	23300489	0.671732
100310	101054	28959338	29104255	36631075	21432518	0.585091
