A	B	nA	nB	nU	nI	jaccard
100043	100047	28910910	29087439	34808864	23189485	0.666195
100043	100053	28910910	29425409	37097330	21238989	0.572521
100043	100108	28910910	28901223	35040661	22771472	0.649859
100043	100130	28910910	28851047	36467002	21294955	0.583951
100043	100158	28910910	29117797	36631017	21397690	0.584141
100043	100208	28910910	28623001	35349744	22184167	0.627562
100043	100226	28910910	29321742	35334942	22897710	0.648019
100043	100282	28910910	28705314	33899057	23717167	0.699641
100043	100300	28910910	29309918	34772893	23447935	0.674316
100043	100302	28910910	29263231	35005033	23169108	0.661879
100043	100303	28910910	29494967	35196946	23208931	0.659402
100043	100304	28910910	29177429	34876290	23212049	0.665554
100043	100305	28910910	29510715	35012780	23408845	0.668580
100043	100306	28910910	29374442	35260663	23024689	0.652985
100043	100307	28910910	29123214	34579860	23454264	0.678264
100043	100309	28910910	29070457	34520540	23460827	0.679619
100043	100310	28910910	28959338	34780579	23089669	0.663867
100043	100312	28910910	29206923	34844666	23273167	0.667912
100043	100313	28910910	29053741	35049148	22915503	0.653811
100043	100320	28910910	29474561	35968415	22417056	0.623243
100043	100331	28910910	29108113	35086177	22932846	0.653615
100043	100335	28910910	28741437	36317944	21334403	0.587434
100043	100395	28910910	29063278	34894479	23079709	0.661414
100043	100516	28910910	28638475	34727779	22821606	0.657157
100043	100563	28910910	28620567	34278052	23253425	0.678377
100043	100645	28910910	29331544	35279677	22962777	0.650878
100043	100673	28910910	29085373	34093116	23903167	0.701114
100043	100677	28910910	29090209	35337247	22663872	0.641359
100043	100683	28910910	29177370	35619787	22468493	0.630787
100043	100685	28910910	29318604	35877386	22352128	0.623014
100043	100691	28910910	29198603	35761916	22347597	0.624899
100043	100692	28910910	28736303	34289506	23357707	0.681191
100043	100697	28910910	29669826	35567316	23013420	0.647038
100043	100703	28910910	29016953	35630860	22297003	0.625778
100043	100705	28910910	29111523	35693670	22328763	0.625566
100043	100707	28910910	29018556	35202731	22726735	0.645596
100043	100709	28910910	28690459	35334285	22267084	0.630184
100043	100715	28910910	29418378	36737619	21591669	0.587726
100043	100725	28910910	29406610	35957307	22360213	0.621854
100043	100727	28910910	29128483	36226061	21813332	0.602145
100043	100728	28910910	29175098	35013028	23072980	0.658983
100043	100742	28910910	29702590	35354966	23258534	0.657858
100043	100745	28910910	29019748	35476021	22454637	0.632953
100043	100751	28910910	29168633	35091909	22987634	0.655069
100043	100753	28910910	29142866	35001611	23052165	0.658603
100043	100755	28910910	29081003	34987240	23004673	0.657516
100043	100758	28910910	29124879	34762346	23273443	0.669502
100043	100759	28910910	29090454	35068844	22932520	0.653929
100043	100760	28910910	29410487	35221546	23099851	0.655844
100043	100761	28910910	28951231	35377336	22484805	0.635571
