A	B	nA	nB	nU	nI	jaccard
100800	100805	28702931	29195372	34812697	23085606	0.663138
100800	100838	28702931	28848865	35697981	21853815	0.612186
100800	100852	28702931	28883223	35948798	21637356	0.601894
100800	100861	28702931	29116771	35075497	22744205	0.648436
100800	100862	28702931	28928693	35920805	21710819	0.604408
100800	100891	28702931	29266191	35255088	22714034	0.644277
100800	100892	28702931	28960124	35682040	21981015	0.616025
100800	100902	28702931	29028667	36366683	21364915	0.587486
100800	100916	28702931	29209349	35664463	22247817	0.623809
100800	100954	28702931	28683732	34443119	22943544	0.666129
100800	100958	28702931	28731221	35054541	22379611	0.638423
100800	100959	28702931	28963241	34434059	23232113	0.674684
100800	100988	28702931	28508645	34545498	22666078	0.656122
100800	101003	28702931	29035155	34866438	22871648	0.655979
100800	101018	28702931	28868194	34961593	22609532	0.646696
100800	101023	28702931	28812651	35431149	22084433	0.623306
100800	101024	28702931	28597387	34344285	22956033	0.668409
100800	101025	28702931	28852980	34948830	22607081	0.646862
100800	101027	28702931	28653956	33910050	23446837	0.691442
100800	101040	28702931	29028325	34908122	22823134	0.653806
100800	101054	28702931	29104255	36393953	21413233	0.588373
