A	B	nA	nB	nU	nI	jaccard
100302	100303	29263231	29494967	34568487	24189711	0.699762
100302	100304	29263231	29177429	35338709	23101951	0.653729
100302	100305	29263231	29510715	34274478	24499468	0.714802
100302	100306	29263231	29374442	34954438	23683235	0.677546
100302	100307	29263231	29123214	35247627	23138818	0.656465
100302	100309	29263231	29070457	35161684	23172004	0.659013
100302	100310	29263231	28959338	34983079	23239490	0.664307
100302	100312	29263231	29206923	34445847	24024307	0.697451
100302	100313	29263231	29053741	35521175	22795797	0.641752
100302	100320	29263231	29474561	36223916	22513876	0.621520
100302	100331	29263231	29108113	35728759	22642585	0.633736
100302	100335	29263231	28741437	36924879	21079789	0.570883
100302	100395	29263231	29063278	35325004	23001505	0.651139
100302	100516	29263231	28638475	34894375	23007331	0.659342
100302	100563	29263231	28620567	34111952	23771846	0.696877
100302	100645	29263231	29331544	35507435	23087340	0.650211
100302	100673	29263231	29085373	34997924	23350680	0.667202
100302	100677	29263231	29090209	35770624	22582816	0.631323
100302	100683	29263231	29177370	35493779	22946822	0.646503
100302	100685	29263231	29318604	35791712	22790123	0.636743
100302	100691	29263231	29198603	35582275	22879559	0.643004
100302	100692	29263231	28736303	33877006	24122528	0.712062
100302	100697	29263231	29669826	35708148	23224909	0.650409
100302	100703	29263231	29016953	35630586	22649598	0.635679
100302	100705	29263231	29111523	35578633	22796121	0.640725
100302	100707	29263231	29018556	35761855	22519932	0.629719
100302	100709	29263231	28690459	35457993	22495697	0.634432
100302	100715	29263231	29418378	37311624	21369985	0.572743
100302	100725	29263231	29406610	36155960	22513881	0.622688
100302	100727	29263231	29128483	36647686	21744028	0.593326
100302	100728	29263231	29175098	35606499	22831830	0.641226
100302	100742	29263231	29702590	35240844	23724977	0.673224
100302	100745	29263231	29019748	35906790	22376189	0.623174
100302	100751	29263231	29168633	35418152	23013712	0.649772
100302	100753	29263231	29142866	35088833	23317264	0.664521
100302	100755	29263231	29081003	35524673	22819561	0.642358
100302	100758	29263231	29124879	35107806	23280304	0.663109
100302	100759	29263231	29090454	35137023	23216662	0.660746
100302	100760	29263231	29410487	34697505	23976213	0.691007
100302	100761	29263231	28951231	35839607	22374855	0.624305
100302	100763	29263231	29283716	35635905	22911042	0.642920
100302	100764	29263231	29277283	34394881	24145633	0.702012
100302	100765	29263231	29113385	35371662	23004954	0.650378
100302	100766	29263231	29400535	34741024	23922742	0.688602
100302	100778	29263231	29171201	37423538	21010894	0.561435
100302	100784	29263231	29266264	35649111	22880384	0.641822
100302	100787	29263231	29031144	35717678	22576697	0.632087
100302	100792	29263231	29368745	35760423	22871553	0.639577
100302	100800	29263231	28702931	35399846	22566316	0.637469
100302	100805	29263231	29195372	34952375	23506228	0.672522
100302	100838	29263231	28848865	35671857	22440239	0.629074
100302	100852	29263231	28883223	36335093	21811361	0.600284
100302	100861	29263231	29116771	36040330	22339672	0.619852
100302	100862	29263231	28928693	36932250	21259674	0.575640
100302	100891	29263231	29266191	36079083	22450339	0.622254
100302	100892	29263231	28960124	36453455	21769900	0.597197
100302	100902	29263231	29028667	37236872	21055026	0.565435
100302	100916	29263231	29209349	35683895	22788685	0.638627
100302	100954	29263231	28683732	35070302	22876661	0.652309
100302	100958	29263231	28731221	35304961	22689491	0.642671
100302	100959	29263231	28963241	35693681	22532791	0.631282
100302	100988	29263231	28508645	34655864	23116012	0.667016
100302	101003	29263231	29035155	35233960	23064426	0.654608
100302	101018	29263231	28868194	35076964	23054461	0.657254
100302	101023	29263231	28812651	35759878	22316004	0.624051
100302	101024	29263231	28597387	35036679	22823939	0.651430
100302	101025	29263231	28852980	35341414	22774797	0.644422
100302	101027	29263231	28653956	35213811	22703376	0.644729
100302	101040	29263231	29028325	35353110	22938446	0.648838
100302	101054	29263231	29104255	37091633	21275853	0.573602
