A	B	nA	nB	nU	nI	jaccard
100053	100108	29425409	28901223	36861068	21465564	0.582337
100053	100130	29425409	28851047	34924915	23351541	0.668621
100053	100158	29425409	29117797	35487145	23056061	0.649702
100053	100208	29425409	28623001	37355916	20692494	0.553928
100053	100226	29425409	29321742	37581720	21165431	0.563184
100053	100282	29425409	28705314	36849417	21281306	0.577521
100053	100300	29425409	29309918	37591866	21143461	0.562448
100053	100302	29425409	29263231	37481717	21206923	0.565794
100053	100303	29425409	29494967	37786594	21133782	0.559293
100053	100304	29425409	29177429	37290075	21312763	0.571540
100053	100305	29425409	29510715	37696846	21239278	0.563423
100053	100306	29425409	29374442	37720026	21079825	0.558850
100053	100307	29425409	29123214	37328782	21219841	0.568458
100053	100309	29425409	29070457	37233072	21262794	0.571073
100053	100310	29425409	28959338	37100864	21283883	0.573676
100053	100312	29425409	29206923	37592280	21040052	0.559691
100053	100313	29425409	29053741	37338400	21140750	0.566193
100053	100320	29425409	29474561	37346156	21553814	0.577136
100053	100331	29425409	29108113	37319299	21214223	0.568452
100053	100335	29425409	28741437	34926006	23240840	0.665431
100053	100395	29425409	29063278	37239331	21249356	0.570616
100053	100516	29425409	28638475	36889987	21173897	0.573974
100053	100563	29425409	28620567	37020186	21025790	0.567955
100053	100645	29425409	29331544	37559682	21197271	0.564362
100053	100673	29425409	29085373	37233083	21277699	0.571473
100053	100677	29425409	29090209	37433762	21081856	0.563178
100053	100683	29425409	29177370	37581819	21020960	0.559339
100053	100685	29425409	29318604	37781961	20962052	0.554816
100053	100691	29425409	29198603	37687370	20936642	0.555535
100053	100692	29425409	28736303	37080323	21081389	0.568533
100053	100697	29425409	29669826	37983601	21111634	0.555809
100053	100703	29425409	29016953	37503179	20939183	0.558331
100053	100705	29425409	29111523	37604412	20932520	0.556651
100053	100707	29425409	29018556	37311186	21132779	0.566393
100053	100709	29425409	28690459	37323846	20792022	0.557071
100053	100715	29425409	29418378	37752098	21091689	0.558689
100053	100725	29425409	29406610	37749579	21082440	0.558481
100053	100727	29425409	29128483	37158193	21395699	0.575800
100053	100728	29425409	29175098	37396835	21203672	0.566991
100053	100742	29425409	29702590	37696908	21431091	0.568511
100053	100745	29425409	29019748	37286387	21158770	0.567466
100053	100751	29425409	29168633	37500578	21093464	0.562484
100053	100753	29425409	29142866	37449867	21118408	0.563911
100053	100755	29425409	29081003	37217063	21289349	0.572032
100053	100758	29425409	29124879	37170110	21380178	0.575198
100053	100759	29425409	29090454	37315697	21200166	0.568130
100053	100760	29425409	29410487	37603338	21232558	0.564646
100053	100761	29425409	28951231	36684027	21692613	0.591337
