A	B	nA	nB	nU	nI	jaccard
100764	100765	29277283	29113385	35260900	23129768	0.655961
100764	100766	29277283	29400535	34583194	24094624	0.696715
100764	100778	29277283	29171201	37417722	21030762	0.562054
100764	100784	29277283	29266264	35841505	22702042	0.633401
100764	100787	29277283	29031144	35389776	22918651	0.647607
100764	100792	29277283	29368745	35601966	23044062	0.647269
100764	100800	29277283	28702931	35449075	22531139	0.635592
100764	100805	29277283	29195372	35034271	23438384	0.669013
100764	100838	29277283	28848865	35716018	22410130	0.627453
100764	100852	29277283	28883223	36478696	21681810	0.594369
100764	100861	29277283	29116771	36067254	22326800	0.619032
100764	100862	29277283	28928693	36943696	21262280	0.575532
100764	100891	29277283	29266191	36254297	22289177	0.614801
100764	100892	29277283	28960124	36485730	21751677	0.596169
100764	100902	29277283	29028667	37271966	21033984	0.564338
100764	100916	29277283	29209349	35430124	23056508	0.650760
100764	100954	29277283	28683732	35129463	22831552	0.649926
100764	100958	29277283	28731221	35388002	22620502	0.639214
100764	100959	29277283	28963241	35586415	22654109	0.636594
100764	100988	29277283	28508645	34677050	23108878	0.666403
100764	101003	29277283	29035155	35331662	22980776	0.650430
100764	101018	29277283	28868194	35044540	23100937	0.659188
100764	101023	29277283	28812651	35515818	22574116	0.635607
100764	101024	29277283	28597387	35263024	22611646	0.641228
100764	101025	29277283	28852980	35150026	22980237	0.653776
100764	101027	29277283	28653956	35071834	22859405	0.651788
100764	101040	29277283	29028325	35385553	22920055	0.647724
100764	101054	29277283	29104255	37126473	21255065	0.572504
