A	B	nA	nB	nU	nI	jaccard
100862	100891	28928693	29266191	36796511	21398373	0.581533
100862	100892	28928693	28960124	35884468	22004349	0.613200
100862	100902	28928693	29028667	35261356	22696004	0.643651
100862	100916	28928693	29209349	37117986	21020056	0.566304
100862	100954	28928693	28683732	36007746	21604679	0.600001
100862	100958	28928693	28731221	36164804	21495110	0.594365
100862	100959	28928693	28963241	36467325	21424609	0.587502
100862	100988	28928693	28508645	36300224	21137114	0.582286
100862	101003	28928693	29035155	36383480	21580368	0.593136
100862	101018	28928693	28868194	36610712	21186175	0.578688
100862	101023	28928693	28812651	36822544	20918800	0.568098
100862	101024	28928693	28597387	36324075	21202005	0.583690
100862	101025	28928693	28852980	36555226	21226447	0.580668
100862	101027	28928693	28653956	36181512	21401137	0.591494
100862	101040	28928693	29028325	36574415	21382603	0.584633
100862	101054	28928693	29104255	36782849	21250099	0.577718
