A	B	nA	nB	nU	nI	jaccard
100691	100692	29198603	28736303	35190423	22744483	0.646326
100691	100697	29198603	29669826	35969627	22898802	0.636615
100691	100703	29198603	29016953	33058985	25156571	0.760960
100691	100705	29198603	29111523	32167524	26142602	0.812702
100691	100707	29198603	29018556	34457883	23759276	0.689516
100691	100709	29198603	28690459	31979372	25909690	0.810200
100691	100715	29198603	29418378	37615674	21001307	0.558313
100691	100725	29198603	29406610	35978054	22627159	0.628916
100691	100727	29198603	29128483	36726486	21600600	0.588148
100691	100728	29198603	29175098	35967941	22405760	0.622937
100691	100742	29198603	29702590	36090030	22811163	0.632063
100691	100745	29198603	29019748	35610118	22608233	0.634882
100691	100751	29198603	29168633	35877244	22489992	0.626860
100691	100753	29198603	29142866	35591228	22750241	0.639209
100691	100755	29198603	29081003	35323999	22955607	0.649859
100691	100758	29198603	29124879	35992387	22331095	0.620439
100691	100759	29198603	29090454	35478341	22810716	0.642948
100691	100760	29198603	29410487	35748552	22860538	0.639482
100691	100761	29198603	28951231	36209299	21940535	0.605936
100691	100763	29198603	29283716	35288523	23193796	0.657262
100691	100764	29198603	29277283	35279784	23196102	0.657490
100691	100765	29198603	29113385	35403983	22908005	0.647046
100691	100766	29198603	29400535	35310420	23288718	0.659542
100691	100778	29198603	29171201	37674194	20695610	0.549331
100691	100784	29198603	29266264	36333798	22131069	0.609104
100691	100787	29198603	29031144	33266076	24963671	0.750424
100691	100792	29198603	29368745	36028227	22539121	0.625596
100691	100800	29198603	28702931	35508039	22393495	0.630660
100691	100805	29198603	29195372	35412513	22981462	0.648964
100691	100838	29198603	28848865	36174899	21872569	0.604634
100691	100852	29198603	28883223	36564763	21517063	0.588464
100691	100861	29198603	29116771	36199540	22115834	0.610942
100691	100862	29198603	28928693	37034538	21092758	0.569543
100691	100891	29198603	29266191	36300552	22164242	0.610576
100691	100892	29198603	28960124	36674818	21483909	0.585795
100691	100902	29198603	29028667	37322218	20905052	0.560124
100691	100916	29198603	29209349	32413868	25994084	0.801943
100691	100954	29198603	28683732	35561680	22320655	0.627660
100691	100958	29198603	28731221	35829313	22100511	0.616828
100691	100959	29198603	28963241	35820533	22341311	0.623701
100691	100988	29198603	28508645	35219969	22487279	0.638481
100691	101003	29198603	29035155	35840810	22392948	0.624789
100691	101018	29198603	28868194	35393134	22673663	0.640623
100691	101023	29198603	28812651	32262941	25748313	0.798077
100691	101024	29198603	28597387	35561662	22234328	0.625233
100691	101025	29198603	28852980	35650982	22400601	0.628331
100691	101027	29198603	28653956	35537759	22314800	0.627918
100691	101040	29198603	29028325	35628668	22598260	0.634272
100691	101054	29198603	29104255	37145446	21157412	0.569583
