A	B	nA	nB	nU	nI	jaccard
100759	100760	29090454	29410487	35350335	23150606	0.654891
100759	100761	29090454	28951231	35779745	22261940	0.622194
100759	100763	29090454	29283716	34605701	23768469	0.686837
100759	100764	29090454	29277283	34949183	23418554	0.670074
100759	100765	29090454	29113385	34341703	23862136	0.694844
100759	100766	29090454	29400535	35183025	23307964	0.662478
100759	100778	29090454	29171201	37205089	21056566	0.565959
100759	100784	29090454	29266264	35252760	23103958	0.655380
100759	100787	29090454	29031144	35494658	22626940	0.637475
100759	100792	29090454	29368745	35518176	22941023	0.645895
100759	100800	29090454	28702931	35127512	22665873	0.645246
100759	100805	29090454	29195372	35115479	23170347	0.659833
100759	100838	29090454	28848865	35686699	22252620	0.623555
100759	100852	29090454	28883223	36240461	21733216	0.599695
100759	100861	29090454	29116771	35905962	22301263	0.621102
100759	100862	29090454	28928693	36797509	21221638	0.576714
100759	100891	29090454	29266191	35776177	22580468	0.631159
100759	100892	29090454	28960124	36297995	21752583	0.599278
100759	100902	29090454	29028667	37022036	21097085	0.569852
100759	100916	29090454	29209349	35443513	22856290	0.644865
100759	100954	29090454	28683732	34550679	23223507	0.672158
100759	100958	29090454	28731221	35069064	22752611	0.648794
100759	100959	29090454	28963241	34985705	23067990	0.659355
100759	100988	29090454	28508645	34118218	23480881	0.688221
100759	101003	29090454	29035155	35011475	23114134	0.660187
100759	101018	29090454	28868194	34649558	23309090	0.672710
100759	101023	29090454	28812651	35328155	22574950	0.639007
100759	101024	29090454	28597387	34723588	22964253	0.661344
100759	101025	29090454	28852980	34622122	23321312	0.673596
100759	101027	29090454	28653956	34627586	23116824	0.667584
100759	101040	29090454	29028325	34980567	23138212	0.661459
100759	101054	29090454	29104255	36775605	21419104	0.582427
