A	B	nA	nB	nU	nI	jaccard
100761	100763	28951231	29283716	36028572	22206375	0.616355
100761	100764	28951231	29277283	35908725	22319789	0.621570
100761	100765	28951231	29113385	35809143	22255473	0.621503
100761	100766	28951231	29400535	36128529	22223237	0.615116
100761	100778	28951231	29171201	37196785	20925647	0.562566
100761	100784	28951231	29266264	35952970	22264525	0.619268
100761	100787	28951231	29031144	36321670	21660705	0.596358
100761	100792	28951231	29368745	35801803	22518173	0.628968
100761	100800	28951231	28702931	35601675	22052487	0.619423
100761	100805	28951231	29195372	35891071	22255532	0.620085
100761	100838	28951231	28848865	35537387	22262709	0.626459
100761	100852	28951231	28883223	35878277	21956177	0.611963
100761	100861	28951231	29116771	36141934	21926068	0.606666
100761	100862	28951231	28928693	36055798	21824126	0.605288
100761	100891	28951231	29266191	36144858	22072564	0.610670
100761	100892	28951231	28960124	36106576	21804779	0.603900
100761	100902	28951231	29028667	36354863	21625035	0.594832
100761	100916	28951231	29209349	36312757	21847823	0.601657
100761	100954	28951231	28683732	35567415	22067548	0.620443
100761	100958	28951231	28731221	35195293	22487159	0.638925
100761	100959	28951231	28963241	35885623	22028849	0.613863
100761	100988	28951231	28508645	34968732	22491144	0.643179
100761	101003	28951231	29035155	35965166	22021220	0.612293
100761	101018	28951231	28868194	35530198	22289227	0.627332
100761	101023	28951231	28812651	36118683	21645199	0.599280
100761	101024	28951231	28597387	35568578	21980040	0.617962
100761	101025	28951231	28852980	35836681	21967530	0.612990
100761	101027	28951231	28653956	35479905	22125282	0.623600
100761	101040	28951231	29028325	35477411	22502145	0.634267
100761	101054	28951231	29104255	36669657	21385829	0.583202
