A	B	nA	nB	nU	nI	jaccard
100742	100745	29702590	29019748	36155950	22566388	0.624140
100742	100751	29702590	29168633	35965607	22905616	0.636876
100742	100753	29702590	29142866	35543161	23302295	0.655606
100742	100755	29702590	29081003	35952247	22831346	0.635046
100742	100758	29702590	29124879	35360708	23466761	0.663639
100742	100759	29702590	29090454	36035375	22757669	0.631537
100742	100760	29702590	29410487	35259864	23853213	0.676498
100742	100761	29702590	28951231	36360403	22293418	0.613124
100742	100763	29702590	29283716	36131087	22855219	0.632564
100742	100764	29702590	29277283	35255747	23724126	0.672915
100742	100765	29702590	29113385	36017333	22798642	0.632991
100742	100766	29702590	29400535	35150885	23952240	0.681412
100742	100778	29702590	29171201	37686713	21187078	0.562190
100742	100784	29702590	29266264	35971526	22997328	0.639320
100742	100787	29702590	29031144	35987195	22746539	0.632073
100742	100792	29702590	29368745	36108879	22962456	0.635923
100742	100800	29702590	28702931	35626187	22779334	0.639399
100742	100805	29702590	29195372	35400860	23497102	0.663744
100742	100838	29702590	28848865	35903954	22647501	0.630780
100742	100852	29702590	28883223	36664101	21921712	0.597907
100742	100861	29702590	29116771	36402378	22416983	0.615811
100742	100862	29702590	28928693	37124323	21506960	0.579323
100742	100891	29702590	29266191	36545527	22423254	0.613570
100742	100892	29702590	28960124	36818976	21843738	0.593274
100742	100902	29702590	29028667	37542225	21189032	0.564405
100742	100916	29702590	29209349	36142676	22769263	0.629983
100742	100954	29702590	28683732	35261876	23124446	0.655792
100742	100958	29702590	28731221	35898033	22535778	0.627772
100742	100959	29702590	28963241	36123400	22542431	0.624040
100742	100988	29702590	28508645	35082953	23128282	0.659246
100742	101003	29702590	29035155	35462502	23275243	0.656334
100742	101018	29702590	28868194	35539441	23031343	0.648050
100742	101023	29702590	28812651	36036561	22478680	0.623774
100742	101024	29702590	28597387	35702771	22597206	0.632926
100742	101025	29702590	28852980	35777232	22778338	0.636671
100742	101027	29702590	28653956	35661158	22695388	0.636418
100742	101040	29702590	29028325	35321605	23409310	0.662748
100742	101054	29702590	29104255	37235829	21571016	0.579308
