A	B	nA	nB	nU	nI	jaccard
100697	100703	29669826	29016953	36037823	22648956	0.628477
100697	100705	29669826	29111523	35952652	22828697	0.634966
100697	100707	29669826	29018556	35916201	22772181	0.634036
100697	100709	29669826	28690459	35637790	22722495	0.637596
100697	100715	29669826	29418378	37704221	21383983	0.567151
100697	100725	29669826	29406610	36000054	23076382	0.641010
100697	100727	29669826	29128483	37023357	21774952	0.588141
100697	100728	29669826	29175098	35927114	22917810	0.637897
100697	100742	29669826	29702590	36360555	23011861	0.632880
100697	100745	29669826	29019748	35953925	22735649	0.632355
100697	100751	29669826	29168633	35472442	23366017	0.658709
100697	100753	29669826	29142866	35091141	23721551	0.675998
100697	100755	29669826	29081003	35674901	23075928	0.646839
100697	100758	29669826	29124879	35708146	23086559	0.646535
100697	100759	29669826	29090454	35396675	23363605	0.660051
100697	100760	29669826	29410487	35923444	23156869	0.644617
100697	100761	29669826	28951231	36193423	22427634	0.619660
100697	100763	29669826	29283716	35475348	23478194	0.661817
100697	100764	29669826	29277283	35671405	23275704	0.652503
100697	100765	29669826	29113385	35158122	23625089	0.671967
100697	100766	29669826	29400535	35802794	23267567	0.649881
100697	100778	29669826	29171201	37770878	21070149	0.557841
100697	100784	29669826	29266264	35955426	22980664	0.639143
100697	100787	29669826	29031144	36231300	22469670	0.620173
100697	100792	29669826	29368745	36076857	22961714	0.636467
100697	100800	29669826	28702931	35779952	22592805	0.631438
100697	100805	29669826	29195372	35699509	23165689	0.648908
100697	100838	29669826	28848865	36035990	22482701	0.623896
100697	100852	29669826	28883223	36804056	21748993	0.590940
100697	100861	29669826	29116771	36177970	22608627	0.624928
100697	100862	29669826	28928693	37424282	21174237	0.565789
100697	100891	29669826	29266191	35620437	23315580	0.654556
100697	100892	29669826	28960124	36792919	21837031	0.593512
100697	100902	29669826	29028667	37644081	21054412	0.559302
100697	100916	29669826	29209349	36050723	22828452	0.633231
100697	100954	29669826	28683732	35423198	22930360	0.647326
100697	100958	29669826	28731221	35553207	22847840	0.642638
100697	100959	29669826	28963241	36004086	22628981	0.628511
100697	100988	29669826	28508645	34906376	23272095	0.666700
100697	101003	29669826	29035155	35799916	22905065	0.639808
100697	101018	29669826	28868194	35090845	23447175	0.668185
100697	101023	29669826	28812651	36146131	22336346	0.617946
100697	101024	29669826	28597387	35744447	22522766	0.630105
100697	101025	29669826	28852980	35654006	22868800	0.641409
100697	101027	29669826	28653956	35609563	22714219	0.637869
100697	101040	29669826	29028325	35358546	23339605	0.660084
100697	101054	29669826	29104255	37436107	21337974	0.569984
