A	B	nA	nB	nU	nI	jaccard
100916	100954	29209349	28683732	35781511	22111570	0.617961
100916	100958	29209349	28731221	35967692	21972878	0.610906
100916	100959	29209349	28963241	35764862	22407728	0.626529
100916	100988	29209349	28508645	35368477	22349517	0.631905
100916	101003	29209349	29035155	36045347	22199157	0.615867
100916	101018	29209349	28868194	35479518	22598025	0.636932
100916	101023	29209349	28812651	32934300	25087700	0.761750
100916	101024	29209349	28597387	35687256	22119480	0.619815
100916	101025	29209349	28852980	35788107	22274222	0.622392
100916	101027	29209349	28653956	35526128	22337177	0.628753
100916	101040	29209349	29028325	35813978	22423696	0.626116
100916	101054	29209349	29104255	37210125	21103479	0.567143
