A	B	nA	nB	nU	nI	jaccard
100760	100761	29410487	28951231	36002960	22358758	0.621026
100760	100763	29410487	29283716	35452321	23241882	0.655581
100760	100764	29410487	29277283	34604573	24083197	0.695954
100760	100765	29410487	29113385	35166584	23357288	0.664190
100760	100766	29410487	29400535	35001666	23809356	0.680235
100760	100778	29410487	29171201	37492413	21089275	0.562494
100760	100784	29410487	29266264	35834726	22842025	0.637427
100760	100787	29410487	29031144	35699998	22741633	0.637021
100760	100792	29410487	29368745	35733587	23045645	0.644930
100760	100800	29410487	28702931	35653234	22460184	0.629962
100760	100805	29410487	29195372	35345974	23259885	0.658063
100760	100838	29410487	28848865	35797242	22462110	0.627482
100760	100852	29410487	28883223	36633861	21659849	0.591252
100760	100861	29410487	29116771	36202456	22324802	0.616665
100760	100862	29410487	28928693	37082587	21256593	0.573223
100760	100891	29410487	29266191	36390786	22285892	0.612405
100760	100892	29410487	28960124	36595868	21774743	0.595006
100760	100902	29410487	29028667	37404180	21034974	0.562370
100760	100916	29410487	29209349	35792440	22827396	0.637771
100760	100954	29410487	28683732	35345812	22748407	0.643596
100760	100958	29410487	28731221	34880078	23261630	0.666903
100760	100959	29410487	28963241	35661559	22712169	0.636881
100760	100988	29410487	28508645	34722783	23196349	0.668044
100760	101003	29410487	29035155	35583708	22861934	0.642483
100760	101018	29410487	28868194	35052933	23225748	0.662591
100760	101023	29410487	28812651	35837791	22385347	0.624630
100760	101024	29410487	28597387	35406106	22601768	0.638358
100760	101025	29410487	28852980	35445116	22818351	0.643766
100760	101027	29410487	28653956	35448506	22615937	0.637994
100760	101040	29410487	29028325	35554456	22884356	0.643642
100760	101054	29410487	29104255	37079273	21435469	0.578098
