A	B	nA	nB	nU	nI	jaccard
100753	100755	29142866	29081003	34788367	23435502	0.673659
100753	100758	29142866	29124879	35211642	23056103	0.654786
100753	100759	29142866	29090454	34498255	23735065	0.688008
100753	100760	29142866	29410487	35187440	23365913	0.664041
100753	100761	29142866	28951231	35752675	22341422	0.624888
100753	100763	29142866	29283716	34491108	23935474	0.693961
100753	100764	29142866	29277283	35269064	23151085	0.656413
100753	100765	29142866	29113385	34450447	23805804	0.691016
100753	100766	29142866	29400535	35056870	23486531	0.669955
100753	100778	29142866	29171201	37232482	21081585	0.566215
100753	100784	29142866	29266264	35090239	23318891	0.664541
100753	100787	29142866	29031144	35715384	22458626	0.628822
100753	100792	29142866	29368745	35393931	23117680	0.653154
100753	100800	29142866	28702931	35026502	22819295	0.651487
100753	100805	29142866	29195372	35272184	23066054	0.653945
100753	100838	29142866	28848865	35619274	22372457	0.628100
100753	100852	29142866	28883223	36234484	21791605	0.601405
100753	100861	29142866	29116771	35795324	22464313	0.627577
100753	100862	29142866	28928693	36800411	21271148	0.578014
100753	100891	29142866	29266191	35808113	22600944	0.631168
100753	100892	29142866	28960124	36377816	21725174	0.597209
100753	100902	29142866	29028667	37158726	21012807	0.565488
100753	100916	29142866	29209349	35654835	22697380	0.636586
100753	100954	29142866	28683732	34563124	23263474	0.673072
100753	100958	29142866	28731221	34708503	23165584	0.667433
100753	100959	29142866	28963241	35178524	22927583	0.651749
100753	100988	29142866	28508645	34235031	23416480	0.683992
100753	101003	29142866	29035155	34985620	23192401	0.662912
100753	101018	29142866	28868194	33909620	24101440	0.710755
100753	101023	29142866	28812651	35543266	22412251	0.630563
100753	101024	29142866	28597387	35004060	22736193	0.649530
100753	101025	29142866	28852980	34955346	23040500	0.659141
100753	101027	29142866	28653956	34861336	22935486	0.657906
100753	101040	29142866	29028325	34758811	23412380	0.673567
100753	101054	29142866	29104255	36884771	21362350	0.579165
