A	B	nA	nB	nU	nI	jaccard
100208	100226	28623001	29321742	35023408	22921335	0.654458
100208	100282	28623001	28705314	35089686	22238629	0.633765
100208	100300	28623001	29309918	35509335	22423584	0.631484
100208	100302	28623001	29263231	35536775	22349457	0.628911
100208	100303	28623001	29494967	35535776	22582192	0.635478
100208	100304	28623001	29177429	35608413	22192017	0.623224
100208	100305	28623001	29510715	35871827	22261889	0.620595
100208	100306	28623001	29374442	35380147	22617296	0.639265
100208	100307	28623001	29123214	35411838	22334377	0.630704
100208	100309	28623001	29070457	35337544	22355914	0.632639
100208	100310	28623001	28959338	35212044	22370295	0.635302
100208	100312	28623001	29206923	35459879	22370045	0.630855
100208	100313	28623001	29053741	35311160	22365582	0.633386
100208	100320	28623001	29474561	36292672	21804890	0.600807
100208	100331	28623001	29108113	35329704	22401410	0.634067
100208	100335	28623001	28741437	36618296	20746142	0.566551
100208	100395	28623001	29063278	35428930	22257349	0.628225
100208	100516	28623001	28638475	34996060	22265416	0.636226
100208	100563	28623001	28620567	35072350	22171218	0.632157
100208	100645	28623001	29331544	35249229	22705316	0.644137
100208	100673	28623001	29085373	35596341	22112033	0.621188
100208	100677	28623001	29090209	33686912	24026298	0.713224
100208	100683	28623001	29177370	34174276	23626095	0.691341
100208	100685	28623001	29318604	34328394	23613211	0.687862
100208	100691	28623001	29198603	33553238	24268366	0.723279
100208	100692	28623001	28736303	35132143	22227161	0.632673
100208	100697	28623001	29669826	35816681	22476146	0.627533
100208	100703	28623001	29016953	33717916	23922038	0.709476
100208	100705	28623001	29111523	33049880	24684644	0.746891
100208	100707	28623001	29018556	34478469	23163088	0.671813
100208	100709	28623001	28690459	31702326	25611134	0.807863
100208	100715	28623001	29418378	37348177	20693202	0.554062
100208	100725	28623001	29406610	35684044	22345567	0.626206
100208	100727	28623001	29128483	36368460	21383024	0.587955
100208	100728	28623001	29175098	35707701	22090398	0.618645
100208	100742	28623001	29702590	36052494	22273097	0.617796
100208	100745	28623001	29019748	35322129	22320620	0.631916
100208	100751	28623001	29168633	35745842	22045792	0.616737
100208	100753	28623001	29142866	35374836	22391031	0.632965
100208	100755	28623001	29081003	35280382	22423622	0.635583
100208	100758	28623001	29124879	35678282	22069598	0.618572
100208	100759	28623001	29090454	35199809	22513646	0.639596
100208	100760	28623001	29410487	35602756	22430732	0.630028
100208	100761	28623001	28951231	35996476	21577756	0.599441
100208	100763	28623001	29283716	35224570	22682147	0.643930
100208	100764	28623001	29277283	35300540	22599744	0.640210
100208	100765	28623001	29113385	35061553	22674833	0.646715
100208	100766	28623001	29400535	35353107	22670429	0.641257
100208	100778	28623001	29171201	37277983	20516219	0.550358
100208	100784	28623001	29266264	35927216	21962049	0.611293
100208	100787	28623001	29031144	33434690	24219455	0.724381
100208	100792	28623001	29368745	35905283	22086463	0.615131
100208	100800	28623001	28702931	35289901	22036031	0.624429
100208	100805	28623001	29195372	35384367	22434006	0.634009
100208	100838	28623001	28848865	35680568	21791298	0.610733
100208	100852	28623001	28883223	36241791	21264433	0.586738
100208	100861	28623001	29116771	35950996	21788776	0.606069
100208	100862	28623001	28928693	36689023	20862671	0.568635
100208	100891	28623001	29266191	36009080	21880112	0.607628
100208	100892	28623001	28960124	36273744	21309381	0.587460
100208	100902	28623001	29028667	37005588	20646080	0.557918
100208	100916	28623001	29209349	32274205	25558145	0.791906
100208	100954	28623001	28683732	35270350	22036383	0.624785
100208	100958	28623001	28731221	35561156	21793066	0.612833
100208	100959	28623001	28963241	35292475	22293767	0.631686
100208	100988	28623001	28508645	35016325	22115321	0.631572
100208	101003	28623001	29035155	35590468	22067688	0.620045
100208	101018	28623001	28868194	35172528	22318667	0.634548
100208	101023	28623001	28812651	33611916	23823736	0.708788
100208	101024	28623001	28597387	35205644	22014744	0.625319
100208	101025	28623001	28852980	35358515	22117466	0.625520
100208	101027	28623001	28653956	35154110	22122847	0.629310
100208	101040	28623001	29028325	35334192	22317134	0.631602
100208	101054	28623001	29104255	36754481	20972775	0.570618
