A	B	nA	nB	nU	nI	jaccard
100516	100563	28638475	28620567	34282202	22976840	0.670226
100516	100645	28638475	29331544	34915215	23054804	0.660308
100516	100673	28638475	29085373	34848179	22875669	0.656438
100516	100677	28638475	29090209	35008669	22720015	0.648983
100516	100683	28638475	29177370	34906840	22909005	0.656290
100516	100685	28638475	29318604	35381994	22575085	0.638039
100516	100691	28638475	29198603	35231245	22605833	0.641642
100516	100692	28638475	28736303	34488180	22886598	0.663607
100516	100697	28638475	29669826	35449355	22858946	0.644834
100516	100703	28638475	29016953	35165822	22489606	0.639530
100516	100705	28638475	29111523	35082829	22667169	0.646104
100516	100707	28638475	29018556	34886566	22770465	0.652700
100516	100709	28638475	28690459	34858802	22470132	0.644604
100516	100715	28638475	29418378	36810611	21246242	0.577177
100516	100725	28638475	29406610	35698498	22346587	0.625981
100516	100727	28638475	29128483	36106342	21660616	0.599912
100516	100728	28638475	29175098	35119193	22694380	0.646210
100516	100742	28638475	29702590	35517998	22823067	0.642578
100516	100745	28638475	29019748	35380091	22278132	0.629680
100516	100751	28638475	29168633	35156899	22650209	0.644261
100516	100753	28638475	29142866	34771292	23010049	0.661754
100516	100755	28638475	29081003	34574465	23145013	0.669425
100516	100758	28638475	29124879	35011038	22752316	0.649861
100516	100759	28638475	29090454	34563249	23165680	0.670240
100516	100760	28638475	29410487	35185673	22863289	0.649790
100516	100761	28638475	28951231	35392951	22196755	0.627152
100516	100763	28638475	29283716	35027318	22894873	0.653629
100516	100764	28638475	29277283	34991164	22924594	0.655154
100516	100765	28638475	29113385	34638481	23113379	0.667275
100516	100766	28638475	29400535	34998888	23040122	0.658310
100516	100778	28638475	29171201	36905485	20904191	0.566425
100516	100784	28638475	29266264	35020816	22883923	0.653438
100516	100787	28638475	29031144	35232116	22437503	0.636848
100516	100792	28638475	29368745	35150942	22856278	0.650232
100516	100800	28638475	28702931	34463424	22877982	0.663834
100516	100805	28638475	29195372	34910497	22923350	0.656632
100516	100838	28638475	28848865	35053408	22433932	0.639993
100516	100852	28638475	28883223	35770072	21751626	0.608096
100516	100861	28638475	29116771	35471637	22283609	0.628209
100516	100862	28638475	28928693	36373543	21193625	0.582666
100516	100891	28638475	29266191	35606543	22298123	0.626237
100516	100892	28638475	28960124	36010620	21587979	0.599489
100516	100902	28638475	29028667	36527564	21139578	0.578729
100516	100916	28638475	29209349	35366921	22480903	0.635648
100516	100954	28638475	28683732	33406441	23915766	0.715903
100516	100958	28638475	28731221	34571128	22798568	0.659468
100516	100959	28638475	28963241	34604133	22997583	0.664591
100516	100988	28638475	28508645	34109728	23037392	0.675391
100516	101003	28638475	29035155	33870576	23803054	0.702765
100516	101018	28638475	28868194	34476848	23029821	0.667979
100516	101023	28638475	28812651	34939532	22511594	0.644302
100516	101024	28638475	28597387	34447876	22787986	0.661521
100516	101025	28638475	28852980	34425632	23065823	0.670019
100516	101027	28638475	28653956	34309439	22982992	0.669874
100516	101040	28638475	29028325	34885216	22781584	0.653044
100516	101054	28638475	29104255	36358225	21384505	0.588161
