A	B	nA	nB	nU	nI	jaccard
100309	100310	29070457	28959338	34346144	23683651	0.689558
100309	100312	29070457	29206923	34990831	23286549	0.665504
100309	100313	29070457	29053741	34811046	23313152	0.669706
100309	100320	29070457	29474561	35876273	22668745	0.631859
100309	100331	29070457	29108113	34911744	23266826	0.666447
100309	100335	29070457	28741437	36628967	21182927	0.578311
100309	100395	29070457	29063278	34707589	23426146	0.674957
100309	100516	29070457	28638475	34646083	23062849	0.665670
100309	100563	29070457	28620567	34451086	23239938	0.674578
100309	100645	29070457	29331544	34903858	23498143	0.673225
100309	100673	29070457	29085373	34655194	23500636	0.678127
100309	100677	29070457	29090209	35432086	22728580	0.641469
100309	100683	29070457	29177370	35493283	22754544	0.641094
100309	100685	29070457	29318604	35784233	22604828	0.631698
100309	100691	29070457	29198603	35604509	22664551	0.636564
100309	100692	29070457	28736303	34649866	23156894	0.668311
100309	100697	29070457	29669826	35401540	23338743	0.659258
100309	100703	29070457	29016953	35590177	22497233	0.632119
100309	100705	29070457	29111523	35627037	22554943	0.633085
100309	100707	29070457	29018556	35332677	22756336	0.644059
100309	100709	29070457	28690459	35334109	22426807	0.634707
100309	100715	29070457	29418378	37153766	21335069	0.574237
100309	100725	29070457	29406610	35693886	22783181	0.638294
100309	100727	29070457	29128483	36251324	21947616	0.605429
100309	100728	29070457	29175098	35216387	23029168	0.653933
100309	100742	29070457	29702590	35486428	23286619	0.656212
100309	100745	29070457	29019748	35596235	22493970	0.631920
100309	100751	29070457	29168633	34993936	23245154	0.664262
100309	100753	29070457	29142866	34657167	23556156	0.679691
100309	100755	29070457	29081003	34053159	24098301	0.707667
100309	100758	29070457	29124879	35110906	23084430	0.657472
100309	100759	29070457	29090454	34270613	23890298	0.697107
100309	100760	29070457	29410487	35191704	23289240	0.661782
100309	100761	29070457	28951231	35674915	22346773	0.626400
100309	100763	29070457	29283716	34852773	23501400	0.674305
100309	100764	29070457	29277283	35134391	23213349	0.660702
100309	100765	29070457	29113385	34499805	23684037	0.686498
100309	100766	29070457	29400535	35005029	23465963	0.670360
100309	100778	29070457	29171201	37233693	21007965	0.564219
100309	100784	29070457	29266264	35136587	23200134	0.660284
100309	100787	29070457	29031144	35708795	22392806	0.627095
100309	100792	29070457	29368745	35611456	22827746	0.641023
100309	100800	29070457	28702931	34942411	22830977	0.653389
100309	100805	29070457	29195372	35263018	23002811	0.652321
100309	100838	29070457	28848865	35355021	22564301	0.638221
100309	100852	29070457	28883223	35999406	21954274	0.609851
100309	100861	29070457	29116771	35653019	22534209	0.632042
100309	100862	29070457	28928693	36481164	21517986	0.589838
100309	100891	29070457	29266191	35653004	22683644	0.636234
100309	100892	29070457	28960124	36198656	21831925	0.603114
100309	100902	29070457	29028667	36959049	21140075	0.571986
100309	100916	29070457	29209349	35818465	22461341	0.627088
100309	100954	29070457	28683732	34009258	23744931	0.698190
100309	100958	29070457	28731221	34808560	22993118	0.660559
100309	100959	29070457	28963241	35268061	22765637	0.645503
100309	100988	29070457	28508645	34440941	23138161	0.671821
100309	101003	29070457	29035155	34471367	23634245	0.685620
100309	101018	29070457	28868194	34503120	23435531	0.679229
100309	101023	29070457	28812651	35576741	22306367	0.626993
100309	101024	29070457	28597387	34804336	22863508	0.656916
100309	101025	29070457	28852980	34807603	23115834	0.664103
100309	101027	29070457	28653956	34789108	22935305	0.659267
100309	101040	29070457	29028325	34856817	23241965	0.666784
100309	101054	29070457	29104255	36866312	21308400	0.577991
