A	B	nA	nB	nU	nI	jaccard
100645	100673	29331544	29085373	35008044	23408873	0.668671
100645	100677	29331544	29090209	35643018	22778735	0.639080
100645	100683	29331544	29177370	35576749	22932165	0.644583
100645	100685	29331544	29318604	35703389	22946759	0.642705
100645	100691	29331544	29198603	35555465	22974682	0.646165
100645	100692	29331544	28736303	35007440	23060407	0.658729
100645	100697	29331544	29669826	35516774	23484596	0.661225
100645	100703	29331544	29016953	35417944	22930553	0.647428
100645	100705	29331544	29111523	35507482	22935585	0.645937
100645	100707	29331544	29018556	35484529	22865571	0.644381
100645	100709	29331544	28690459	35194448	22827555	0.648612
100645	100715	29331544	29418378	37542008	21207914	0.564912
100645	100725	29331544	29406610	35979231	22758923	0.632557
100645	100727	29331544	29128483	36315281	22144746	0.609791
100645	100728	29331544	29175098	35645720	22860922	0.641337
100645	100742	29331544	29702590	36023179	23010955	0.638782
100645	100745	29331544	29019748	35634645	22716647	0.637488
100645	100751	29331544	29168633	35502661	22997516	0.647769
100645	100753	29331544	29142866	34566592	23907818	0.691645
100645	100755	29331544	29081003	34840893	23571654	0.676551
100645	100758	29331544	29124879	35418025	23038398	0.650471
100645	100759	29331544	29090454	34883161	23538837	0.674791
100645	100760	29331544	29410487	33189912	25552119	0.769876
100645	100761	29331544	28951231	36041515	22241260	0.617101
100645	100763	29331544	29283716	34700645	23914615	0.689169
100645	100764	29331544	29277283	35549560	23059267	0.648651
100645	100765	29331544	29113385	34224027	24220902	0.707716
100645	100766	29331544	29400535	35480558	23251521	0.655331
100645	100778	29331544	29171201	37529616	20973129	0.558842
100645	100784	29331544	29266264	35443822	23153986	0.653259
100645	100787	29331544	29031144	35675865	22686823	0.635915
100645	100792	29331544	29368745	35948585	22751704	0.632896
100645	100800	29331544	28702931	35383201	22651274	0.640170
100645	100805	29331544	29195372	35494448	23032468	0.648903
100645	100838	29331544	28848865	35824587	22355822	0.624036
100645	100852	29331544	28883223	36526935	21687832	0.593749
100645	100861	29331544	29116771	35932525	22515790	0.626613
100645	100862	29331544	28928693	36920101	21340136	0.578009
100645	100891	29331544	29266191	36081626	22516109	0.624033
100645	100892	29331544	28960124	36547126	21744542	0.594973
100645	100902	29331544	29028667	37282185	21078026	0.565365
100645	100916	29331544	29209349	35581265	22959628	0.645273
100645	100954	29331544	28683732	34995728	23019548	0.657782
100645	100958	29331544	28731221	35087296	22975469	0.654809
100645	100959	29331544	28963241	35391343	22903442	0.647148
100645	100988	29331544	28508645	34628265	23211924	0.670317
100645	101003	29331544	29035155	35427987	22938712	0.647474
100645	101018	29331544	28868194	34391004	23808734	0.692295
100645	101023	29331544	28812651	35592432	22551763	0.633611
100645	101024	29331544	28597387	35003370	22925561	0.654953
100645	101025	29331544	28852980	35012641	23171883	0.661815
100645	101027	29331544	28653956	35157629	22827871	0.649301
100645	101040	29331544	29028325	35149540	23210329	0.660331
100645	101054	29331544	29104255	37096196	21339603	0.575250
