A	B	nA	nB	nU	nI	jaccard
100861	100862	29116771	28928693	36484864	21560600	0.590946
100861	100891	29116771	29266191	34459506	23923456	0.694248
100861	100892	29116771	28960124	34660546	23416349	0.675591
100861	100902	29116771	29028667	36737458	21407980	0.582729
100861	100916	29116771	29209349	36352321	21973799	0.604468
100861	100954	29116771	28683732	35309848	22490655	0.636951
100861	100958	29116771	28731221	35630683	22217309	0.623544
100861	100959	29116771	28963241	35660694	22419318	0.628684
100861	100988	29116771	28508645	35166791	22458625	0.638632
100861	101003	29116771	29035155	35684422	22467504	0.629617
100861	101018	29116771	28868194	35380541	22604424	0.638894
100861	101023	29116771	28812651	36301162	21628260	0.595801
100861	101024	29116771	28597387	35590371	22123787	0.621623
100861	101025	29116771	28852980	35661103	22308648	0.625574
100861	101027	29116771	28653956	35308843	22461884	0.636155
100861	101040	29116771	29028325	35543001	22602095	0.635908
100861	101054	29116771	29104255	36730596	21490430	0.585083
