A	B	nA	nB	nU	nI	jaccard
100784	100787	29266264	29031144	36148620	22148788	0.612715
100784	100792	29266264	29368745	35906207	22728802	0.633005
100784	100800	29266264	28702931	35333650	22635545	0.640623
100784	100805	29266264	29195372	35799848	22661788	0.633014
100784	100838	29266264	28848865	35558801	22556328	0.634339
100784	100852	29266264	28883223	36161101	21988386	0.608067
100784	100861	29266264	29116771	35647880	22735155	0.637770
100784	100862	29266264	28928693	36769989	21424968	0.582675
100784	100891	29266264	29266191	35799550	22732905	0.635005
100784	100892	29266264	28960124	36339461	21886927	0.602291
100784	100902	29266264	29028667	37004923	21290008	0.575329
100784	100916	29266264	29209349	36410731	22064882	0.605999
100784	100954	29266264	28683732	34761841	23188155	0.667058
100784	100958	29266264	28731221	35133117	22864368	0.650792
100784	100959	29266264	28963241	35459937	22769568	0.642121
100784	100988	29266264	28508645	34759648	23015261	0.662126
100784	101003	29266264	29035155	35201680	23099739	0.656211
100784	101018	29266264	28868194	35110458	23024000	0.655759
100784	101023	29266264	28812651	36112174	21966741	0.608292
100784	101024	29266264	28597387	35053828	22809823	0.650708
100784	101025	29266264	28852980	35166658	22952586	0.652680
100784	101027	29266264	28653956	35079806	22840414	0.651099
100784	101040	29266264	29028325	35161244	23133345	0.657922
100784	101054	29266264	29104255	36843491	21527028	0.584283
