A	B	nA	nB	nU	nI	jaccard
100226	100282	29321742	28705314	34964481	23062575	0.659600
100226	100300	29321742	29309918	35492799	23138861	0.651931
100226	100302	29321742	29263231	35610554	22974419	0.645158
100226	100303	29321742	29494967	35437949	23378760	0.659710
100226	100304	29321742	29177429	34980604	23518567	0.672332
100226	100305	29321742	29510715	35784500	23047957	0.644077
100226	100306	29321742	29374442	35577567	23118617	0.649809
100226	100307	29321742	29123214	34931174	23513782	0.673146
100226	100309	29321742	29070457	34810559	23581640	0.677428
100226	100310	29321742	28959338	34266088	24014992	0.700838
100226	100312	29321742	29206923	35476781	23051884	0.649774
100226	100313	29321742	29053741	34870869	23504614	0.674047
100226	100320	29321742	29474561	36040722	22755581	0.631385
100226	100331	29321742	29108113	35392352	23037503	0.650918
100226	100335	29321742	28741437	37045250	21017929	0.567358
100226	100395	29321742	29063278	34784478	23600542	0.678479
100226	100516	29321742	28638475	34982804	22977413	0.656820
100226	100563	29321742	28620567	35233826	22708483	0.644508
100226	100645	29321742	29331544	30700679	27952607	0.910488
100226	100673	29321742	29085373	35166950	23240165	0.660852
100226	100677	29321742	29090209	35264481	23147470	0.656396
100226	100683	29321742	29177370	35088172	23410940	0.667203
100226	100685	29321742	29318604	35218599	23421747	0.665039
100226	100691	29321742	29198603	35194801	23325544	0.662755
100226	100692	29321742	28736303	35045715	23012330	0.656637
100226	100697	29321742	29669826	35645944	23345624	0.654931
100226	100703	29321742	29016953	35080169	23258526	0.663011
100226	100705	29321742	29111523	35210036	23223229	0.659563
100226	100707	29321742	29018556	35117659	23222639	0.661281
100226	100709	29321742	28690459	34859029	23153172	0.664194
100226	100715	29321742	29418378	37602583	21137537	0.562130
100226	100725	29321742	29406610	35916596	22811756	0.635131
100226	100727	29321742	29128483	36334507	22115718	0.608670
100226	100728	29321742	29175098	35725406	22771434	0.637402
100226	100742	29321742	29702590	36186037	22838295	0.631136
100226	100745	29321742	29019748	35682694	22658796	0.635008
100226	100751	29321742	29168633	35620530	22869845	0.642041
100226	100753	29321742	29142866	34738366	23726242	0.682998
100226	100755	29321742	29081003	34678913	23723832	0.684100
100226	100758	29321742	29124879	35568970	22877651	0.643191
100226	100759	29321742	29090454	34799195	23613001	0.678550
100226	100760	29321742	29410487	34249500	24482729	0.714835
100226	100761	29321742	28951231	36179245	22093728	0.610674
100226	100763	29321742	29283716	34606048	23999410	0.693503
100226	100764	29321742	29277283	35445136	23153889	0.653232
100226	100765	29321742	29113385	34344466	24090661	0.701442
100226	100766	29321742	29400535	35416432	23305845	0.658052
100226	100778	29321742	29171201	37541578	20951365	0.558084
100226	100784	29321742	29266264	35576652	23011354	0.646811
100226	100787	29321742	29031144	35367677	22985209	0.649893
100226	100792	29321742	29368745	36027147	22663340	0.629063
100226	100800	29321742	28702931	35358577	22666096	0.641035
100226	100805	29321742	29195372	35490234	23026880	0.648823
100226	100838	29321742	28848865	35967236	22203371	0.617322
100226	100852	29321742	28883223	36545287	21659678	0.592680
100226	100861	29321742	29116771	35864691	22573822	0.629416
100226	100862	29321742	28928693	36823394	21427041	0.581887
100226	100891	29321742	29266191	36024094	22563839	0.626354
100226	100892	29321742	28960124	36567747	21714119	0.593805
100226	100902	29321742	29028667	37287598	21062811	0.564874
100226	100916	29321742	29209349	35170632	23360459	0.664204
100226	100954	29321742	28683732	35008541	22996933	0.656895
100226	100958	29321742	28731221	35271816	22781147	0.645874
100226	100959	29321742	28963241	35371436	22913547	0.647798
100226	100988	29321742	28508645	34784741	23045646	0.662522
100226	101003	29321742	29035155	35446616	22910281	0.646332
100226	101018	29321742	28868194	34558724	23631212	0.683799
100226	101023	29321742	28812651	35288153	22846240	0.647420
100226	101024	29321742	28597387	34999815	22919314	0.654841
100226	101025	29321742	28852980	35025011	23149711	0.660948
100226	101027	29321742	28653956	35112054	22863644	0.651162
100226	101040	29321742	29028325	35291677	23058390	0.653366
100226	101054	29321742	29104255	37121126	21304871	0.573928
