A	B	nA	nB	nU	nI	jaccard
100725	100727	29406610	29128483	36782222	21752871	0.591396
100725	100728	29406610	29175098	35841547	22740161	0.634464
100725	100742	29406610	29702590	36495518	22613682	0.619629
100725	100745	29406610	29019748	36054497	22371861	0.620501
100725	100751	29406610	29168633	35453188	23122055	0.652185
100725	100753	29406610	29142866	35828933	22720543	0.634140
100725	100755	29406610	29081003	35697946	22789667	0.638403
100725	100758	29406610	29124879	35805798	22725691	0.634693
100725	100759	29406610	29090454	35658891	22838173	0.640462
100725	100760	29406610	29410487	36208132	22608965	0.624417
100725	100761	29406610	28951231	36551311	21806530	0.596600
100725	100763	29406610	29283716	35735260	22955066	0.642365
100725	100764	29406610	29277283	36120761	22563132	0.624658
100725	100765	29406610	29113385	35612572	22907423	0.643240
100725	100766	29406610	29400535	36210492	22596653	0.624036
100725	100778	29406610	29171201	37572685	21005126	0.559053
100725	100784	29406610	29266264	36098885	22573989	0.625338
100725	100787	29406610	29031144	35926018	22511736	0.626614
100725	100792	29406610	29368745	36366783	22408572	0.616182
100725	100800	29406610	28702931	36017975	22091566	0.613348
100725	100805	29406610	29195372	36120573	22481409	0.622399
100725	100838	29406610	28848865	36022840	22232635	0.617182
100725	100852	29406610	28883223	36789302	21500531	0.584423
100725	100861	29406610	29116771	36419894	22103487	0.606907
100725	100862	29406610	28928693	37176917	21158386	0.569127
100725	100891	29406610	29266191	36382205	22290596	0.612679
100725	100892	29406610	28960124	36836575	21530159	0.584478
100725	100902	29406610	29028667	37403051	21032226	0.562313
100725	100916	29406610	29209349	35924908	22691051	0.631624
100725	100954	29406610	28683732	35642005	22448337	0.629828
100725	100958	29406610	28731221	35907919	22229912	0.619081
100725	100959	29406610	28963241	36013666	22356185	0.620769
100725	100988	29406610	28508645	35359961	22555294	0.637877
100725	101003	29406610	29035155	35985193	22456572	0.624050
100725	101018	29406610	28868194	35685253	22589551	0.633022
100725	101023	29406610	28812651	35762507	22456754	0.627941
100725	101024	29406610	28597387	35914168	22089829	0.615073
100725	101025	29406610	28852980	36016005	22243585	0.617603
100725	101027	29406610	28653956	35778969	22281597	0.622757
100725	101040	29406610	29028325	35953377	22481558	0.625298
100725	101054	29406610	29104255	37206896	21303969	0.572581
