A	B	nA	nB	nU	nI	jaccard
100715	100725	29418378	29406610	37673557	21151431	0.561440
100715	100727	29418378	29128483	37433956	21112905	0.564004
100715	100728	29418378	29175098	36882340	21711136	0.588659
100715	100742	29418378	29702590	37688180	21432788	0.568687
100715	100745	29418378	29019748	37017051	21421075	0.578681
100715	100751	29418378	29168633	37187192	21399819	0.575462
100715	100753	29418378	29142866	37276344	21284900	0.571003
100715	100755	29418378	29081003	37256755	21242626	0.570168
100715	100758	29418378	29124879	37134539	21408718	0.576518
100715	100759	29418378	29090454	37251698	21257134	0.570635
100715	100760	29418378	29410487	37422113	21406752	0.572035
100715	100761	29418378	28951231	37122557	21247052	0.572349
100715	100763	29418378	29283716	37479312	21222782	0.566253
100715	100764	29418378	29277283	37368623	21327038	0.570720
100715	100765	29418378	29113385	37332690	21199073	0.567842
100715	100766	29418378	29400535	37512969	21305944	0.567962
100715	100778	29418378	29171201	35394534	23195045	0.655328
100715	100784	29418378	29266264	37131127	21553515	0.580470
100715	100787	29418378	29031144	37582082	20867440	0.555250
100715	100792	29418378	29368745	37451364	21335759	0.569692
100715	100800	29418378	28702931	36793850	21327459	0.579647
100715	100805	29418378	29195372	37460299	21153451	0.564690
100715	100838	29418378	28848865	37000082	21267161	0.574787
100715	100852	29418378	28883223	37455640	20845961	0.556551
100715	100861	29418378	29116771	36910925	21624224	0.585849
100715	100862	29418378	28928693	37232085	21114986	0.567118
100715	100891	29418378	29266191	37303569	21381000	0.573162
100715	100892	29418378	28960124	37073115	21305387	0.574686
100715	100902	29418378	29028667	37414578	21032467	0.562146
100715	100916	29418378	29209349	37729637	20898090	0.553891
100715	100954	29418378	28683732	36690374	21411736	0.583579
100715	100958	29418378	28731221	36875180	21274419	0.576931
100715	100959	29418378	28963241	37004541	21377078	0.577688
100715	100988	29418378	28508645	36666526	21260497	0.579834
100715	101003	29418378	29035155	37062438	21391095	0.577164
100715	101018	29418378	28868194	37065542	21221030	0.572527
100715	101023	29418378	28812651	37446501	20784528	0.555046
100715	101024	29418378	28597387	36826848	21188917	0.575366
100715	101025	29418378	28852980	36937250	21334108	0.577577
100715	101027	29418378	28653956	36822690	21249644	0.577080
100715	101040	29418378	29028325	37142958	21303745	0.573561
100715	101054	29418378	29104255	37619533	20903100	0.555645
