A	B	nA	nB	nU	nI	jaccard
100395	100516	29063278	28638475	34366614	23335139	0.679006
100395	100563	29063278	28620567	34790527	22893318	0.658033
100395	100645	29063278	29331544	34626526	23768296	0.686419
100395	100673	29063278	29085373	34746240	23402411	0.673524
100395	100677	29063278	29090209	35541497	22611990	0.636214
100395	100683	29063278	29177370	35738619	22502029	0.629628
100395	100685	29063278	29318604	35764854	22617028	0.632381
100395	100691	29063278	29198603	35653809	22608072	0.634100
100395	100692	29063278	28736303	34977764	22821817	0.652466
100395	100697	29063278	29669826	35481732	23251372	0.655305
100395	100703	29063278	29016953	35609158	22471073	0.631048
100395	100705	29063278	29111523	35561077	22613724	0.635912
100395	100707	29063278	29018556	35563659	22518175	0.633179
100395	100709	29063278	28690459	35252904	22500833	0.638269
100395	100715	29063278	29418378	37140240	21341416	0.574617
100395	100725	29063278	29406610	35870510	22599378	0.630027
100395	100727	29063278	29128483	36160308	22031453	0.609272
100395	100728	29063278	29175098	35554091	22684285	0.638022
100395	100742	29063278	29702590	35839887	22925981	0.639678
100395	100745	29063278	29019748	35649369	22433657	0.629286
100395	100751	29063278	29168633	35426881	22805030	0.643721
100395	100753	29063278	29142866	34877065	23329079	0.668895
100395	100755	29063278	29081003	34725518	23418763	0.674396
100395	100758	29063278	29124879	35210842	22977315	0.652564
100395	100759	29063278	29090454	34624868	23528864	0.679537
100395	100760	29063278	29410487	35290324	23183441	0.656935
100395	100761	29063278	28951231	35794294	22220215	0.620775
100395	100763	29063278	29283716	34910445	23436549	0.671333
100395	100764	29063278	29277283	35344924	22995637	0.650606
100395	100765	29063278	29113385	34625135	23551528	0.680186
100395	100766	29063278	29400535	35296516	23167297	0.656362
100395	100778	29063278	29171201	37101423	21133056	0.569602
100395	100784	29063278	29266264	35036588	23292954	0.664818
100395	100787	29063278	29031144	35804853	22289569	0.622529
100395	100792	29063278	29368745	35610801	22821222	0.640851
100395	100800	29063278	28702931	34751548	23014661	0.662263
100395	100805	29063278	29195372	35382567	22876083	0.646535
100395	100838	29063278	28848865	35647598	22264545	0.624573
100395	100852	29063278	28883223	36072991	21873510	0.606368
100395	100861	29063278	29116771	35618077	22561972	0.633442
100395	100862	29063278	28928693	36267363	21724608	0.599013
100395	100891	29063278	29266191	35679516	22649953	0.634817
100395	100892	29063278	28960124	36213453	21809949	0.602261
100395	100902	29063278	29028667	36997913	21094032	0.570141
100395	100916	29063278	29209349	35751599	22521028	0.629931
100395	100954	29063278	28683732	34365959	23381051	0.680355
100395	100958	29063278	28731221	34861464	22933035	0.657833
100395	100959	29063278	28963241	34747470	23279049	0.669949
100395	100988	29063278	28508645	34405862	23166061	0.673317
100395	101003	29063278	29035155	34833307	23265126	0.667899
100395	101018	29063278	28868194	34655490	23275982	0.671639
100395	101023	29063278	28812651	35690926	22185003	0.621587
100395	101024	29063278	28597387	34641763	23018902	0.664484
100395	101025	29063278	28852980	34679649	23236609	0.670036
100395	101027	29063278	28653956	34345085	23372149	0.680509
100395	101040	29063278	29028325	34934285	23157318	0.662882
100395	101054	29063278	29104255	36751456	21416077	0.582727
