A	B	nA	nB	nU	nI	jaccard
100727	100728	29128483	29175098	36729232	21574349	0.587389
100727	100742	29128483	29702590	37114241	21716832	0.585135
100727	100745	29128483	29019748	36740536	21407695	0.582672
100727	100751	29128483	29168633	36618033	21679083	0.592033
100727	100753	29128483	29142866	36379908	21891441	0.601745
100727	100755	29128483	29081003	36129461	22080025	0.611136
100727	100758	29128483	29124879	36410411	21842951	0.599909
100727	100759	29128483	29090454	36243305	21975632	0.606336
100727	100760	29128483	29410487	36608528	21930442	0.599053
100727	100761	29128483	28951231	36681609	21398105	0.583347
100727	100763	29128483	29283716	36284960	22127239	0.609818
100727	100764	29128483	29277283	36768965	21636801	0.588453
100727	100765	29128483	29113385	36289603	21952265	0.604919
100727	100766	29128483	29400535	36838611	21690407	0.588795
100727	100778	29128483	29171201	37280901	21018783	0.563795
100727	100784	29128483	29266264	36479823	21914924	0.600741
100727	100787	29128483	29031144	36615769	21543858	0.588376
100727	100792	29128483	29368745	36915929	21581299	0.584607
100727	100800	29128483	28702931	36027581	21803833	0.605198
100727	100805	29128483	29195372	36803683	21520172	0.584729
100727	100838	29128483	28848865	36518303	21459045	0.587624
100727	100852	29128483	28883223	36630460	21381246	0.583701
100727	100861	29128483	29116771	36491807	21753447	0.596119
100727	100862	29128483	28928693	36614147	21443029	0.585649
100727	100891	29128483	29266191	36694864	21699810	0.591358
100727	100892	29128483	28960124	36552405	21536202	0.589187
100727	100902	29128483	29028667	36866300	21290850	0.577515
100727	100916	29128483	29209349	36782754	21555078	0.586010
100727	100954	29128483	28683732	35964978	21847237	0.607459
100727	100958	29128483	28731221	36149236	21710468	0.600579
100727	100959	29128483	28963241	36411883	21679841	0.595406
100727	100988	29128483	28508645	35936896	21700232	0.603843
100727	101003	29128483	29035155	36389520	21774118	0.598362
100727	101018	29128483	28868194	36323798	21672879	0.596658
100727	101023	29128483	28812651	36616235	21324899	0.582389
100727	101024	29128483	28597387	36036527	21689343	0.601871
100727	101025	29128483	28852980	36285186	21696277	0.597938
100727	101027	29128483	28653956	36189302	21593137	0.596672
100727	101040	29128483	29028325	36484656	21672152	0.594007
100727	101054	29128483	29104255	34269125	23963613	0.699277
