A	B	nA	nB	nU	nI	jaccard
100755	100758	29081003	29124879	35406483	22799399	0.643933
100755	100759	29081003	29090454	34465715	23705742	0.687806
100755	100760	29081003	29410487	35176931	23314559	0.662780
100755	100761	29081003	28951231	35761437	22270797	0.622760
100755	100763	29081003	29283716	34766365	23598354	0.678770
100755	100764	29081003	29277283	35283039	23075247	0.654004
100755	100765	29081003	29113385	34532917	23661471	0.685186
100755	100766	29081003	29400535	35193953	23287585	0.661693
100755	100778	29081003	29171201	37246009	21006195	0.563985
100755	100784	29081003	29266264	35344101	23003166	0.650835
100755	100787	29081003	29031144	35378253	22733894	0.642595
100755	100792	29081003	29368745	35625404	22824344	0.640676
100755	100800	29081003	28702931	34722660	23061274	0.664156
100755	100805	29081003	29195372	35370062	22906313	0.647619
100755	100838	29081003	28848865	35694876	22234992	0.622918
100755	100852	29081003	28883223	36212466	21751760	0.600670
100755	100861	29081003	29116771	35777974	22419800	0.626637
100755	100862	29081003	28928693	36359768	21649928	0.595436
100755	100891	29081003	29266191	35795341	22551853	0.630022
100755	100892	29081003	28960124	36217446	21823681	0.602574
100755	100902	29081003	29028667	36916774	21192896	0.574072
100755	100916	29081003	29209349	35561752	22728600	0.639130
100755	100954	29081003	28683732	34512759	23251976	0.673721
100755	100958	29081003	28731221	34993220	22819004	0.652098
100755	100959	29081003	28963241	35007950	23036294	0.658030
100755	100988	29081003	28508645	34517014	23072634	0.668442
100755	101003	29081003	29035155	34944798	23171360	0.663085
100755	101018	29081003	28868194	34811239	23137958	0.664669
100755	101023	29081003	28812651	35284545	22609109	0.640765
100755	101024	29081003	28597387	34973866	22704524	0.649185
100755	101025	29081003	28852980	34960274	22973709	0.657138
100755	101027	29081003	28653956	34674533	23060426	0.665054
100755	101040	29081003	29028325	35313014	22796314	0.645550
100755	101054	29081003	29104255	36781062	21404196	0.581935
