A	B	nA	nB	nU	nI	jaccard
100312	100313	29206923	29053741	35311824	22948840	0.649891
100312	100320	29206923	29474561	36098783	22582701	0.625581
100312	100331	29206923	29108113	35799013	22516023	0.628957
100312	100335	29206923	28741437	37014176	20934184	0.565572
100312	100395	29206923	29063278	35321289	22948912	0.649719
100312	100516	29206923	28638475	35048001	22797397	0.650462
100312	100563	29206923	28620567	34277024	23550466	0.687063
100312	100645	29206923	29331544	35296141	23242326	0.658495
100312	100673	29206923	29085373	35334296	22958000	0.649737
100312	100677	29206923	29090209	35686421	22610711	0.633594
100312	100683	29206923	29177370	35407772	22976521	0.648912
100312	100685	29206923	29318604	35630768	22894759	0.642556
100312	100691	29206923	29198603	35463127	22942399	0.646937
100312	100692	29206923	28736303	34199877	23743349	0.694252
100312	100697	29206923	29669826	35560117	23316632	0.655696
100312	100703	29206923	29016953	35467820	22756056	0.641597
100312	100705	29206923	29111523	35497526	22820920	0.642888
100312	100707	29206923	29018556	35661230	22564249	0.632739
100312	100709	29206923	28690459	35289785	22607597	0.640627
100312	100715	29206923	29418378	37239845	21385456	0.574263
100312	100725	29206923	29406610	35967387	22646146	0.629630
100312	100727	29206923	29128483	36580365	21755041	0.594719
100312	100728	29206923	29175098	35416303	22965718	0.648450
100312	100742	29206923	29702590	34983968	23925545	0.683900
100312	100745	29206923	29019748	35741790	22484881	0.629092
100312	100751	29206923	29168633	35233038	23142518	0.656841
100312	100753	29206923	29142866	34923096	23426693	0.670808
100312	100755	29206923	29081003	35333736	22954190	0.649639
100312	100758	29206923	29124879	35107421	23224381	0.661523
100312	100759	29206923	29090454	35177991	23119386	0.657212
100312	100760	29206923	29410487	34358328	24259082	0.706061
100312	100761	29206923	28951231	35800895	22357259	0.624489
100312	100763	29206923	29283716	35450633	23040006	0.649918
100312	100764	29206923	29277283	34155207	24328999	0.712307
100312	100765	29206923	29113385	35041991	23278317	0.664298
100312	100766	29206923	29400535	34550817	24056641	0.696268
100312	100778	29206923	29171201	37333802	21044322	0.563680
100312	100784	29206923	29266264	35655969	22817218	0.639927
100312	100787	29206923	29031144	35554992	22683075	0.637972
100312	100792	29206923	29368745	35518238	23057430	0.649172
100312	100800	29206923	28702931	35526618	22383236	0.630041
100312	100805	29206923	29195372	35046039	23356256	0.666445
100312	100838	29206923	28848865	35482280	22573508	0.636191
100312	100852	29206923	28883223	36264074	21826072	0.601865
100312	100861	29206923	29116771	35982630	22341064	0.620885
100312	100862	29206923	28928693	36957055	21178561	0.573059
100312	100891	29206923	29266191	36134021	22339093	0.618229
100312	100892	29206923	28960124	36543933	21623114	0.591702
100312	100902	29206923	29028667	37307529	20928061	0.560961
100312	100916	29206923	29209349	35492350	22923922	0.645883
100312	100954	29206923	28683732	35014228	22876427	0.653347
100312	100958	29206923	28731221	35110311	22827833	0.650175
100312	100959	29206923	28963241	35574913	22595251	0.635146
100312	100988	29206923	28508645	34428169	23287399	0.676405
100312	101003	29206923	29035155	35209494	23032584	0.654158
100312	101018	29206923	28868194	34591859	23483258	0.678867
100312	101023	29206923	28812651	35689289	22330285	0.625686
100312	101024	29206923	28597387	35207543	22596767	0.641816
100312	101025	29206923	28852980	35214885	22845018	0.648732
100312	101027	29206923	28653956	35322731	22538148	0.638064
100312	101040	29206923	29028325	35226715	23008533	0.653156
100312	101054	29206923	29104255	36916415	21394763	0.579546
