A	B	nA	nB	nU	nI	jaccard
100703	100705	29016953	29111523	33249635	24878841	0.748244
100703	100707	29016953	29018556	34301222	23734287	0.691937
100703	100709	29016953	28690459	33107194	24600218	0.743048
100703	100715	29016953	29418378	37377116	21058215	0.563399
100703	100725	29016953	29406610	35892296	22531267	0.627747
100703	100727	29016953	29128483	36549842	21595594	0.590853
100703	100728	29016953	29175098	35922616	22269435	0.619928
100703	100742	29016953	29702590	35980098	22739445	0.632001
100703	100745	29016953	29019748	35468485	22568216	0.636289
100703	100751	29016953	29168633	35922572	22263014	0.619750
100703	100753	29016953	29142866	35541481	22618338	0.636393
100703	100755	29016953	29081003	35345007	22752949	0.643739
100703	100758	29016953	29124879	35828587	22313245	0.622778
100703	100759	29016953	29090454	35436446	22670961	0.639764
100703	100760	29016953	29410487	35593488	22833952	0.641520
100703	100761	29016953	28951231	36231043	21737141	0.599959
100703	100763	29016953	29283716	35234495	23066174	0.654647
100703	100764	29016953	29277283	35315524	22978712	0.650669
100703	100765	29016953	29113385	35351768	22778570	0.644340
100703	100766	29016953	29400535	35318432	23099056	0.654023
100703	100778	29016953	29171201	37398993	20789161	0.555875
100703	100784	29016953	29266264	36165213	22118004	0.611582
100703	100787	29016953	29031144	34388264	23659833	0.688021
100703	100792	29016953	29368745	36134420	22251278	0.615792
100703	100800	29016953	28702931	35415005	22304879	0.629814
100703	100805	29016953	29195372	35357345	22854980	0.646400
100703	100838	29016953	28848865	36143959	21721859	0.600982
100703	100852	29016953	28883223	36541879	21358297	0.584488
100703	100861	29016953	29116771	35960672	22173052	0.616592
100703	100862	29016953	28928693	36851643	21094003	0.572403
100703	100891	29016953	29266191	36097137	22186007	0.614620
100703	100892	29016953	28960124	36490473	21486604	0.588828
100703	100902	29016953	29028667	37192290	20853330	0.560690
100703	100916	29016953	29209349	33396180	24830122	0.743502
100703	100954	29016953	28683732	35591322	22109363	0.621201
100703	100958	29016953	28731221	35736585	22011589	0.615940
100703	100959	29016953	28963241	35688646	22291548	0.624612
100703	100988	29016953	28508645	35190672	22334926	0.634683
100703	101003	29016953	29035155	35864481	22187627	0.618652
100703	101018	29016953	28868194	35305419	22579728	0.639554
100703	101023	29016953	28812651	33771863	24057741	0.712360
100703	101024	29016953	28597387	35491338	22123002	0.623335
100703	101025	29016953	28852980	35605927	22264006	0.625289
100703	101027	29016953	28653956	35447793	22223116	0.626925
100703	101040	29016953	29028325	35563426	22481852	0.632162
100703	101054	29016953	29104255	36905057	21216151	0.574885
