A	B	nA	nB	nU	nI	jaccard
100305	100306	29510715	29374442	34916390	23968767	0.686462
100305	100307	29510715	29123214	35325388	23308541	0.659824
100305	100309	29510715	29070457	35419607	23161565	0.653919
100305	100310	29510715	28959338	35122424	23347629	0.664750
100305	100312	29510715	29206923	33756571	24961067	0.739443
100305	100313	29510715	29053741	35516335	23048121	0.648944
100305	100320	29510715	29474561	36493818	22491458	0.616309
100305	100331	29510715	29108113	36081070	22537758	0.624642
100305	100335	29510715	28741437	37295056	20957096	0.561927
100305	100395	29510715	29063278	35683375	22890618	0.641493
100305	100516	29510715	28638475	35279178	22870012	0.648258
100305	100563	29510715	28620567	34464143	23667139	0.686718
100305	100645	29510715	29331544	35651687	23190572	0.650476
100305	100673	29510715	29085373	35430617	23165471	0.653826
100305	100677	29510715	29090209	36019475	22581449	0.626923
100305	100683	29510715	29177370	35752581	22935504	0.641506
100305	100685	29510715	29318604	35903089	22926230	0.638559
100305	100691	29510715	29198603	35845080	22864238	0.637863
100305	100692	29510715	28736303	34098194	24148824	0.708214
100305	100697	29510715	29669826	35492040	23688501	0.667431
100305	100703	29510715	29016953	35699278	22828390	0.639464
100305	100705	29510715	29111523	35910630	22711608	0.632448
100305	100707	29510715	29018556	35844018	22685253	0.632888
100305	100709	29510715	28690459	35730636	22470538	0.628887
100305	100715	29510715	29418378	37383923	21545170	0.576322
100305	100725	29510715	29406610	36320570	22596755	0.622148
100305	100727	29510715	29128483	36859295	21779903	0.590893
100305	100728	29510715	29175098	35525604	23160209	0.651930
100305	100742	29510715	29702590	35168082	24045223	0.683723
100305	100745	29510715	29019748	36038325	22492138	0.624117
100305	100751	29510715	29168633	35460905	23218443	0.654762
100305	100753	29510715	29142866	34950696	23702885	0.678181
100305	100755	29510715	29081003	35553999	23037719	0.647964
100305	100758	29510715	29124879	35328055	23307539	0.659746
100305	100759	29510715	29090454	35467747	23133422	0.652238
100305	100760	29510715	29410487	34519419	24401783	0.706900
100305	100761	29510715	28951231	35973139	22488807	0.625156
100305	100763	29510715	29283716	35787294	23007137	0.642886
100305	100764	29510715	29277283	34502060	24285938	0.703898
100305	100765	29510715	29113385	35547042	23077058	0.649198
100305	100766	29510715	29400535	34765625	24145625	0.694526
100305	100778	29510715	29171201	37577713	21104203	0.561615
100305	100784	29510715	29266264	35762101	23014878	0.643555
100305	100787	29510715	29031144	35911848	22630011	0.630154
100305	100792	29510715	29368745	35737939	23141521	0.647534
100305	100800	29510715	28702931	35787806	22425840	0.626634
100305	100805	29510715	29195372	35212558	23493529	0.667192
100305	100838	29510715	28848865	35774251	22585329	0.631329
100305	100852	29510715	28883223	36503843	21890095	0.599665
100305	100861	29510715	29116771	36165739	22461747	0.621078
100305	100862	29510715	28928693	37197162	21242246	0.571072
100305	100891	29510715	29266191	36425399	22351507	0.613624
100305	100892	29510715	28960124	36815488	21655351	0.588213
100305	100902	29510715	29028667	37537316	21002066	0.559498
100305	100916	29510715	29209349	35926879	22793185	0.634433
100305	100954	29510715	28683732	35433191	22761256	0.642371
100305	100958	29510715	28731221	35200668	23041268	0.654569
100305	100959	29510715	28963241	35887561	22586395	0.629366
100305	100988	29510715	28508645	34806513	23212847	0.666911
100305	101003	29510715	29035155	35630603	22915267	0.643134
100305	101018	29510715	28868194	34940728	23438181	0.670798
100305	101023	29510715	28812651	36001660	22321706	0.620019
100305	101024	29510715	28597387	35424705	22683397	0.640327
100305	101025	29510715	28852980	35427206	22936489	0.647426
100305	101027	29510715	28653956	35620786	22543885	0.632886
100305	101040	29510715	29028325	35514163	23024877	0.648329
100305	101054	29510715	29104255	37174368	21440602	0.576758
