A	B	nA	nB	nU	nI	jaccard
100751	100753	29168633	29142866	34964601	23346898	0.667730
100751	100755	29168633	29081003	35290346	22959290	0.650583
100751	100758	29168633	29124879	35128606	23164906	0.659431
100751	100759	29168633	29090454	35042297	23216790	0.662536
100751	100760	29168633	29410487	35650211	22928909	0.643163
100751	100761	29168633	28951231	35814028	22305836	0.622824
100751	100763	29168633	29283716	35586957	22865392	0.642522
100751	100764	29168633	29277283	35336053	23109863	0.654002
100751	100765	29168633	29113385	35279625	23002393	0.652002
100751	100766	29168633	29400535	35635579	22933589	0.643559
100751	100778	29168633	29171201	37296370	21043464	0.564223
100751	100784	29168633	29266264	35423104	23011793	0.649627
100751	100787	29168633	29031144	36005767	22194010	0.616402
100751	100792	29168633	29368745	35706086	22831292	0.639423
100751	100800	29168633	28702931	35558470	22313094	0.627504
100751	100805	29168633	29195372	35692118	22671887	0.635207
100751	100838	29168633	28848865	35184535	22832963	0.648949
100751	100852	29168633	28883223	36269933	21781923	0.600550
100751	100861	29168633	29116771	36113444	22171960	0.613953
100751	100862	29168633	28928693	36931279	21166047	0.573120
100751	100891	29168633	29266191	35973924	22460900	0.624366
100751	100892	29168633	28960124	36452546	21676211	0.594642
100751	100902	29168633	29028667	37142331	21054969	0.566873
100751	100916	29168633	29209349	36115973	22262009	0.616403
100751	100954	29168633	28683732	34953620	22898745	0.655118
100751	100958	29168633	28731221	35137968	22761886	0.647786
100751	100959	29168633	28963241	35585136	22546738	0.633600
100751	100988	29168633	28508645	34392945	23284333	0.677009
100751	101003	29168633	29035155	35352099	22851689	0.646403
100751	101018	29168633	28868194	35055517	22981310	0.655569
100751	101023	29168633	28812651	35925848	22055436	0.613916
100751	101024	29168633	28597387	35246706	22519314	0.638905
100751	101025	29168633	28852980	35338796	22682817	0.641867
100751	101027	29168633	28653956	35220264	22602325	0.641742
100751	101040	29168633	29028325	35147711	23049247	0.655782
100751	101054	29168633	29104255	36898036	21374852	0.579295
