A	B	nA	nB	nU	nI	jaccard
100838	100852	28848865	28883223	35694620	22037468	0.617389
100838	100861	28848865	29116771	35798540	22167096	0.619218
100838	100862	28848865	28928693	36473380	21304178	0.584102
100838	100891	28848865	29266191	36224018	21891038	0.604324
100838	100892	28848865	28960124	36152278	21656711	0.599041
100838	100902	28848865	29028667	36373402	21504130	0.591205
100838	100916	28848865	29209349	36241854	21816360	0.601966
100838	100954	28848865	28683732	35164036	22368561	0.636120
100838	100958	28848865	28731221	35183012	22397074	0.636588
100838	100959	28848865	28963241	35682728	22129378	0.620171
100838	100988	28848865	28508645	34792334	22565176	0.648567
100838	101003	28848865	29035155	35569081	22314939	0.627369
100838	101018	28848865	28868194	35280003	22437056	0.635971
100838	101023	28848865	28812651	35876078	21785438	0.607241
100838	101024	28848865	28597387	35314987	22131265	0.626682
100838	101025	28848865	28852980	35584054	22117791	0.621565
100838	101027	28848865	28653956	35527709	21975112	0.618534
100838	101040	28848865	29028325	35226300	22650890	0.643011
100838	101054	28848865	29104255	36650875	21302245	0.581221
