A	B	nA	nB	nU	nI	jaccard
100766	100778	29400535	29171201	37592547	20979189	0.558068
100766	100784	29400535	29266264	35778438	22888361	0.639725
100766	100787	29400535	29031144	35428725	23002954	0.649274
100766	100792	29400535	29368745	35817683	22951597	0.640790
100766	100800	29400535	28702931	35242814	22860652	0.648661
100766	100805	29400535	29195372	34097033	24498874	0.718505
100766	100838	29400535	28848865	35834921	22414479	0.625493
100766	100852	29400535	28883223	36551673	21732085	0.594558
100766	100861	29400535	29116771	36009763	22507543	0.625040
100766	100862	29400535	28928693	36996861	21332367	0.576599
100766	100891	29400535	29266191	36183316	22483410	0.621375
100766	100892	29400535	28960124	36552359	21808300	0.596632
100766	100902	29400535	29028667	37424421	21004781	0.561259
100766	100916	29400535	29209349	35441060	23168824	0.653728
100766	100954	29400535	28683732	35093461	22990806	0.655131
100766	100958	29400535	28731221	35353512	22778244	0.644299
100766	100959	29400535	28963241	35481137	22882639	0.644924
100766	100988	29400535	28508645	34716214	23192966	0.668073
100766	101003	29400535	29035155	35291163	23144527	0.655817
100766	101018	29400535	28868194	34873742	23394987	0.670848
100766	101023	29400535	28812651	35536168	22677018	0.638139
100766	101024	29400535	28597387	35372173	22625749	0.639648
100766	101025	29400535	28852980	34999824	23253691	0.664395
100766	101027	29400535	28653956	35223015	22831476	0.648198
100766	101040	29400535	29028325	35116604	23312256	0.663853
100766	101054	29400535	29104255	37311183	21193607	0.568023
