A	B	nA	nB	nU	nI	jaccard
100745	100751	29019748	29168633	35511156	22677225	0.638594
100745	100753	29019748	29142866	35508555	22654059	0.637989
100745	100755	29019748	29081003	35593961	22506790	0.632320
100745	100758	29019748	29124879	35588222	22556405	0.633817
100745	100759	29019748	29090454	35559871	22550331	0.634151
100745	100760	29019748	29410487	35875000	22555235	0.628717
100745	100761	29019748	28951231	35999120	21971859	0.610344
100745	100763	29019748	29283716	35750087	22553377	0.630862
100745	100764	29019748	29277283	35947590	22349441	0.621723
100745	100765	29019748	29113385	35423519	22709614	0.641089
100745	100766	29019748	29400535	35868892	22551391	0.628717
100745	100778	29019748	29171201	36960536	21230413	0.574408
100745	100784	29019748	29266264	35871262	22414750	0.624867
100745	100787	29019748	29031144	35879965	22170927	0.617919
100745	100792	29019748	29368745	35976486	22412007	0.622963
100745	100800	29019748	28702931	35302253	22420426	0.635099
100745	100805	29019748	29195372	35725894	22489226	0.629494
100745	100838	29019748	28848865	35545484	22323129	0.628016
100745	100852	29019748	28883223	36407069	21495902	0.590432
100745	100861	29019748	29116771	35969380	22167139	0.616278
100745	100862	29019748	28928693	36778168	21170273	0.575621
100745	100891	29019748	29266191	36247281	22038658	0.608009
100745	100892	29019748	28960124	36338227	21641645	0.595561
100745	100902	29019748	29028667	36951965	21096450	0.570916
100745	100916	29019748	29209349	35728264	22500833	0.629777
100745	100954	29019748	28683732	35323318	22380162	0.633580
100745	100958	29019748	28731221	35514435	22236534	0.626127
100745	100959	29019748	28963241	35703794	22279195	0.624001
100745	100988	29019748	28508645	35031731	22496662	0.642180
100745	101003	29019748	29035155	35718658	22336245	0.625338
100745	101018	29019748	28868194	35037924	22850018	0.652151
100745	101023	29019748	28812651	35672398	22160001	0.621209
100745	101024	29019748	28597387	35600411	22016724	0.618440
100745	101025	29019748	28852980	35569079	22303649	0.627052
100745	101027	29019748	28653956	35406469	22267235	0.628903
100745	101040	29019748	29028325	35443425	22604648	0.637767
100745	101054	29019748	29104255	36925015	21198988	0.574109
