A	B	nA	nB	nU	nI	jaccard
100307	100309	29123214	29070457	34582266	23611405	0.682760
100307	100310	29123214	28959338	34321043	23761509	0.692331
100307	100312	29123214	29206923	34993227	23336910	0.666898
100307	100313	29123214	29053741	34787738	23389217	0.672341
100307	100320	29123214	29474561	35751248	22846527	0.639041
100307	100331	29123214	29108113	35024938	23206389	0.662568
100307	100335	29123214	28741437	36787719	21076932	0.572934
100307	100395	29123214	29063278	34623266	23563226	0.680560
100307	100516	29123214	28638475	34634955	23126734	0.667728
100307	100563	29123214	28620567	34712493	23031288	0.663487
100307	100645	29123214	29331544	34744920	23709838	0.682397
100307	100673	29123214	29085373	33912256	24296331	0.716447
100307	100677	29123214	29090209	35700471	22512952	0.630607
100307	100683	29123214	29177370	35716659	22583925	0.632308
100307	100685	29123214	29318604	35908889	22532929	0.627503
100307	100691	29123214	29198603	35670627	22651190	0.635010
100307	100692	29123214	28736303	34771259	23088258	0.664004
100307	100697	29123214	29669826	35352188	23440852	0.663067
100307	100703	29123214	29016953	35642146	22498021	0.631220
100307	100705	29123214	29111523	35581873	22652864	0.636641
100307	100707	29123214	29018556	35517790	22623980	0.636976
100307	100709	29123214	28690459	35355260	22458413	0.635221
100307	100715	29123214	29418378	37217734	21323858	0.572949
100307	100725	29123214	29406610	35857551	22672273	0.632287
100307	100727	29123214	29128483	36250035	22001662	0.606942
100307	100728	29123214	29175098	35327198	22971114	0.650239
100307	100742	29123214	29702590	35358957	23466847	0.663675
100307	100745	29123214	29019748	35570699	22572263	0.634575
100307	100751	29123214	29168633	34925036	23366811	0.669056
100307	100753	29123214	29142866	34445327	23820753	0.691553
100307	100755	29123214	29081003	34856094	23348123	0.669843
100307	100758	29123214	29124879	34894416	23353677	0.669267
100307	100759	29123214	29090454	34473474	23740194	0.688651
100307	100760	29123214	29410487	35445928	23087773	0.651352
100307	100761	29123214	28951231	35473288	22601157	0.637132
100307	100763	29123214	29283716	34953031	23453899	0.671012
100307	100764	29123214	29277283	35124812	23275685	0.662657
100307	100765	29123214	29113385	34741225	23495374	0.676297
100307	100766	29123214	29400535	34986507	23537242	0.672752
100307	100778	29123214	29171201	37093097	21201318	0.571570
100307	100784	29123214	29266264	34883660	23505818	0.673835
100307	100787	29123214	29031144	35723261	22431097	0.627913
100307	100792	29123214	29368745	35401554	23090405	0.652243
100307	100800	29123214	28702931	34798773	23027372	0.661729
100307	100805	29123214	29195372	35302730	23015856	0.651957
100307	100838	29123214	28848865	35476525	22495554	0.634097
100307	100852	29123214	28883223	36216523	21789914	0.601657
100307	100861	29123214	29116771	35733424	22506561	0.629846
100307	100862	29123214	28928693	36593113	21458794	0.586416
100307	100891	29123214	29266191	35669966	22719439	0.636935
100307	100892	29123214	28960124	36117352	21965986	0.608184
100307	100902	29123214	29028667	37043647	21108234	0.569821
100307	100916	29123214	29209349	35761036	22571527	0.631177
100307	100954	29123214	28683732	34452949	23353997	0.677852
100307	100958	29123214	28731221	34797283	23057152	0.662614
100307	100959	29123214	28963241	35029923	23056532	0.658195
100307	100988	29123214	28508645	33895987	23735872	0.700256
100307	101003	29123214	29035155	34914537	23243832	0.665735
100307	101018	29123214	28868194	34597111	23394297	0.676192
100307	101023	29123214	28812651	35674561	22261304	0.624011
100307	101024	29123214	28597387	34785292	22935309	0.659339
100307	101025	29123214	28852980	34930640	23045554	0.659752
100307	101027	29123214	28653956	34694196	23082974	0.665327
100307	101040	29123214	29028325	34150275	24001264	0.702813
100307	101054	29123214	29104255	36836339	21391130	0.580707
