A	B	nA	nB	nU	nI	jaccard
100158	100208	29117797	28623001	36925727	20815071	0.563701
100158	100226	29117797	29321742	37144298	21295241	0.573311
100158	100282	29117797	28705314	36413241	21409870	0.587969
100158	100300	29117797	29309918	37168865	21258850	0.571953
100158	100302	29117797	29263231	37090597	21290431	0.574012
100158	100303	29117797	29494967	37397128	21215636	0.567307
100158	100304	29117797	29177429	36960305	21334921	0.577239
100158	100305	29117797	29510715	37490432	21138080	0.563826
100158	100306	29117797	29374442	37279242	21212997	0.569030
100158	100307	29117797	29123214	37005798	21235213	0.573835
100158	100309	29117797	29070457	36843166	21345088	0.579350
100158	100310	29117797	28959338	36866172	21210963	0.575350
100158	100312	29117797	29206923	37186196	21138524	0.568451
100158	100313	29117797	29053741	36888034	21283504	0.576976
100158	100320	29117797	29474561	37093947	21498411	0.579567
100158	100331	29117797	29108113	36892741	21333169	0.578248
100158	100335	29117797	28741437	34989500	22869734	0.653617
100158	100395	29117797	29063278	36779879	21401196	0.581872
100158	100516	29117797	28638475	36515897	21240375	0.581675
100158	100563	29117797	28620567	36635471	21102893	0.576024
100158	100645	29117797	29331544	37166269	21283072	0.572645
100158	100673	29117797	29085373	36872299	21330871	0.578507
100158	100677	29117797	29090209	36964363	21243643	0.574706
100158	100683	29117797	29177370	37234050	21061117	0.565641
100158	100685	29117797	29318604	37397902	21038499	0.562558
100158	100691	29117797	29198603	37333341	20983059	0.562046
100158	100692	29117797	28736303	36670565	21183535	0.577671
100158	100697	29117797	29669826	37545023	21242600	0.565790
100158	100703	29117797	29016953	37101431	21033319	0.566914
100158	100705	29117797	29111523	37256275	20973045	0.562940
100158	100707	29117797	29018556	37000248	21136105	0.571242
100158	100709	29117797	28690459	36922807	20885449	0.565652
100158	100715	29117797	29418378	37560166	20976009	0.558464
100158	100725	29117797	29406610	37285255	21239152	0.569639
100158	100727	29117797	29128483	36926867	21319413	0.577342
100158	100728	29117797	29175098	37032319	21260576	0.574109
100158	100742	29117797	29702590	37378326	21442061	0.573650
100158	100745	29117797	29019748	36966756	21170789	0.572698
100158	100751	29117797	29168633	37020029	21266401	0.574457
100158	100753	29117797	29142866	37002144	21258519	0.574521
100158	100755	29117797	29081003	36849196	21349604	0.579378
100158	100758	29117797	29124879	36729214	21513462	0.585732
100158	100759	29117797	29090454	36930738	21277513	0.576146
100158	100760	29117797	29410487	37207662	21320622	0.573017
100158	100761	29117797	28951231	36244000	21825028	0.602169
100158	100763	29117797	29283716	37075883	21325630	0.575189
100158	100764	29117797	29277283	37203522	21191558	0.569612
100158	100765	29117797	29113385	37007789	21223393	0.573484
100158	100766	29117797	29400535	37192931	21325401	0.573372
100158	100778	29117797	29171201	37411912	20877086	0.558033
100158	100784	29117797	29266264	36949361	21434700	0.580110
100158	100787	29117797	29031144	37263164	20885777	0.560494
100158	100792	29117797	29368745	37279654	21206888	0.568860
100158	100800	29117797	28702931	36283061	21537667	0.593601
100158	100805	29117797	29195372	37043805	21269364	0.574168
100158	100838	29117797	28848865	36397298	21569364	0.592609
100158	100852	29117797	28883223	35832555	22168465	0.618668
100158	100861	29117797	29116771	36467454	21767114	0.596892
100158	100862	29117797	28928693	34960544	23085946	0.660343
100158	100891	29117797	29266191	36773673	21610315	0.587657
100158	100892	29117797	28960124	35673997	22403924	0.628018
100158	100902	29117797	29028667	35139073	23007391	0.654752
100158	100916	29117797	29209349	37385273	20941873	0.560164
100158	100954	29117797	28683732	36399940	21401589	0.587957
100158	100958	29117797	28731221	36268684	21580334	0.595013
100158	100959	29117797	28963241	36749405	21331633	0.580462
100158	100988	29117797	28508645	36332316	21294126	0.586093
100158	101003	29117797	29035155	36756121	21396831	0.582130
100158	101018	29117797	28868194	36813002	21172989	0.575150
100158	101023	29117797	28812651	37091586	20838862	0.561822
100158	101024	29117797	28597387	36495293	21219891	0.581442
100158	101025	29117797	28852980	36843128	21127649	0.573449
100158	101027	29117797	28653956	36517645	21254108	0.582023
100158	101040	29117797	29028325	36759780	21386342	0.581786
100158	101054	29117797	29104255	36896132	21325920	0.577999
