A	B	nA	nB	nU	nI	jaccard
100852	100861	28883223	29116771	36269818	21730176	0.599126
100852	100862	28883223	28928693	35703543	22108373	0.619221
100852	100891	28883223	29266191	36482183	21667231	0.593913
100852	100892	28883223	28960124	36050174	21793173	0.604523
100852	100902	28883223	29028667	36087204	21824686	0.604776
100852	100916	28883223	29209349	36650553	21442019	0.585039
100852	100954	28883223	28683732	35795180	21771775	0.608232
100852	100958	28883223	28731221	35886846	21727598	0.605447
100852	100959	28883223	28963241	36213284	21633180	0.597382
100852	100988	28883223	28508645	35667537	21724331	0.609079
100852	101003	28883223	29035155	36187400	21730978	0.600512
100852	101018	28883223	28868194	36022210	21729207	0.603217
100852	101023	28883223	28812651	36313991	21381883	0.588806
100852	101024	28883223	28597387	35854091	21626519	0.603181
100852	101025	28883223	28852980	36142366	21593837	0.597466
100852	101027	28883223	28653956	35871716	21665463	0.603971
100852	101040	28883223	29028325	36135457	21776091	0.602624
100852	101054	28883223	29104255	36808993	21178485	0.575362
