A	B	nA	nB	nU	nI	jaccard
100891	100892	29266191	28960124	35683460	22542855	0.631745
100891	100902	29266191	29028667	36949284	21345574	0.577699
100891	100916	29266191	29209349	36379513	22096027	0.607376
100891	100954	29266191	28683732	35559290	22390633	0.629670
100891	100958	29266191	28731221	35552272	22445140	0.631328
100891	100959	29266191	28963241	35854290	22375142	0.624058
100891	100988	29266191	28508645	35473577	22301259	0.628672
100891	101003	29266191	29035155	35932300	22369046	0.622533
100891	101018	29266191	28868194	35614511	22519874	0.632323
100891	101023	29266191	28812651	36288912	21789930	0.600457
100891	101024	29266191	28597387	35567390	22296188	0.626872
100891	101025	29266191	28852980	35722223	22396948	0.626975
100891	101027	29266191	28653956	35620694	22299453	0.626025
100891	101040	29266191	29028325	35468028	22826488	0.643579
100891	101054	29266191	29104255	36987704	21382742	0.578104
