A	B	nA	nB	nU	nI	jaccard
100331	100335	29108113	28741437	36755436	21094114	0.573905
100331	100395	29108113	29063278	34725831	23445560	0.675162
100331	100516	29108113	28638475	34942493	22804095	0.652618
100331	100563	29108113	28620567	34808771	22919909	0.658452
100331	100645	29108113	29331544	35430757	23008900	0.649405
100331	100673	29108113	29085373	35100901	23092585	0.657892
100331	100677	29108113	29090209	35450789	22747533	0.641665
100331	100683	29108113	29177370	35607997	22677486	0.636865
100331	100685	29108113	29318604	35895348	22531369	0.627696
100331	100691	29108113	29198603	35736120	22570596	0.631591
100331	100692	29108113	28736303	35171045	22673371	0.644660
100331	100697	29108113	29669826	36054440	22723499	0.630255
100331	100703	29108113	29016953	35754147	22370919	0.625687
100331	100705	29108113	29111523	35610322	22609314	0.634909
100331	100707	29108113	29018556	35313982	22812687	0.645996
100331	100709	29108113	28690459	35294898	22503674	0.637590
100331	100715	29108113	29418378	37236176	21290315	0.571764
100331	100725	29108113	29406610	36129668	22385055	0.619575
100331	100727	29108113	29128483	36321998	21914598	0.603342
100331	100728	29108113	29175098	35803390	22479821	0.627869
100331	100742	29108113	29702590	36105227	22705476	0.628869
100331	100745	29108113	29019748	35897615	22230246	0.619268
100331	100751	29108113	29168633	35720170	22556576	0.631480
100331	100753	29108113	29142866	35284951	22966028	0.650873
100331	100755	29108113	29081003	34919996	23269120	0.666355
100331	100758	29108113	29124879	35816998	22415994	0.625848
100331	100759	29108113	29090454	35108793	23089774	0.657664
100331	100760	29108113	29410487	35934939	22583661	0.628460
100331	100761	29108113	28951231	36164754	21894590	0.605412
100331	100763	29108113	29283716	35266577	23125252	0.655727
100331	100764	29108113	29277283	35668387	22717009	0.636895
100331	100765	29108113	29113385	35286093	22935405	0.649984
100331	100766	29108113	29400535	35622051	22886597	0.642484
100331	100778	29108113	29171201	37189755	21089559	0.567080
100331	100784	29108113	29266264	35347526	23026851	0.651442
100331	100787	29108113	29031144	35647874	22491383	0.630932
100331	100792	29108113	29368745	35700172	22776686	0.637999
100331	100800	29108113	28702931	34304949	23506095	0.685210
100331	100805	29108113	29195372	35683077	22620408	0.633925
100331	100838	29108113	28848865	36107674	21849304	0.605115
100331	100852	29108113	28883223	36232207	21759129	0.600547
100331	100861	29108113	29116771	35939607	22285277	0.620076
100331	100862	29108113	28928693	36348770	21688036	0.596665
100331	100891	29108113	29266191	36002874	22371430	0.621379
100331	100892	29108113	28960124	36293605	21774632	0.599958
100331	100902	29108113	29028667	36877992	21258788	0.576463
100331	100916	29108113	29209349	35765680	22551782	0.630543
100331	100954	29108113	28683732	34591465	23200380	0.670697
100331	100958	29108113	28731221	35135399	22703935	0.646184
100331	100959	29108113	28963241	33263966	24807388	0.745774
100331	100988	29108113	28508645	35082687	22534071	0.642313
100331	101003	29108113	29035155	35001533	23141735	0.661163
100331	101018	29108113	28868194	35326536	22649771	0.641155
100331	101023	29108113	28812651	35685113	22235651	0.623107
100331	101024	29108113	28597387	35074862	22630638	0.645210
100331	101025	29108113	28852980	35273112	22687981	0.643209
100331	101027	29108113	28653956	33826571	23935498	0.707595
100331	101040	29108113	29028325	35592924	22543514	0.633371
100331	101054	29108113	29104255	36807842	21404526	0.581521
