A	B	nA	nB	nU	nI	jaccard
100313	100320	29053741	29474561	36115261	22413041	0.620598
100313	100331	29053741	29108113	35182653	22979201	0.653140
100313	100335	29053741	28741437	36723715	21071463	0.573784
100313	100395	29053741	29063278	34927394	23189625	0.663938
100313	100516	29053741	28638475	34787583	22904633	0.658414
100313	100563	29053741	28620567	34773206	22901102	0.658585
100313	100645	29053741	29331544	34809739	23575546	0.677269
100313	100673	29053741	29085373	34373065	23766049	0.691415
100313	100677	29053741	29090209	35283575	22860375	0.647904
100313	100683	29053741	29177370	35288743	22942368	0.650133
100313	100685	29053741	29318604	35517742	22854603	0.643470
100313	100691	29053741	29198603	35524560	22727784	0.639777
100313	100692	29053741	28736303	34843081	22946963	0.658580
100313	100697	29053741	29669826	35591221	23132346	0.649945
100313	100703	29053741	29016953	35426342	22644352	0.639195
100313	100705	29053741	29111523	35449774	22715490	0.640780
100313	100707	29053741	29018556	34970666	23101631	0.660600
100313	100709	29053741	28690459	35187710	22556490	0.641033
100313	100715	29053741	29418378	37190624	21281495	0.572227
100313	100725	29053741	29406610	35746691	22713660	0.635406
100313	100727	29053741	29128483	36230685	21951539	0.605883
100313	100728	29053741	29175098	35637096	22591743	0.633939
100313	100742	29053741	29702590	36159994	22596337	0.624899
100313	100745	29053741	29019748	35745713	22327776	0.624628
100313	100751	29053741	29168633	35381512	22840862	0.645559
100313	100753	29053741	29142866	34897458	23299149	0.667646
100313	100755	29053741	29081003	34731158	23403586	0.673850
100313	100758	29053741	29124879	35206764	22971856	0.652484
100313	100759	29053741	29090454	34347951	23796244	0.692800
100313	100760	29053741	29410487	35469562	22994666	0.648293
100313	100761	29053741	28951231	36065484	21939488	0.608324
100313	100763	29053741	29283716	34556547	23780910	0.688174
100313	100764	29053741	29277283	35119658	23211366	0.660922
100313	100765	29053741	29113385	34595309	23571817	0.681359
100313	100766	29053741	29400535	35481465	22972811	0.647459
100313	100778	29053741	29171201	37254487	20970455	0.562897
100313	100784	29053741	29266264	35071373	23248632	0.662895
100313	100787	29053741	29031144	35453755	22631130	0.638328
100313	100792	29053741	29368745	35895328	22527158	0.627579
100313	100800	29053741	28702931	35378786	22377886	0.632523
100313	100805	29053741	29195372	35547863	22701250	0.638611
100313	100838	29053741	28848865	35563292	22339314	0.628157
100313	100852	29053741	28883223	36207590	21729374	0.600133
100313	100861	29053741	29116771	36159944	22010568	0.608700
100313	100862	29053741	28928693	36671289	21311145	0.581140
100313	100891	29053741	29266191	36142718	22177214	0.613601
100313	100892	29053741	28960124	36525578	21488287	0.588308
100313	100902	29053741	29028667	37051191	21031217	0.567626
100313	100916	29053741	29209349	35655455	22607635	0.634058
100313	100954	29053741	28683732	34364110	23373363	0.680168
100313	100958	29053741	28731221	35116745	22668217	0.645510
100313	100959	29053741	28963241	35454522	22562460	0.636377
100313	100988	29053741	28508645	34541725	23020661	0.666460
100313	101003	29053741	29035155	34787273	23301623	0.669832
100313	101018	29053741	28868194	34962554	22959381	0.656685
100313	101023	29053741	28812651	35289035	22577357	0.639784
100313	101024	29053741	28597387	34357698	23293430	0.677968
100313	101025	29053741	28852980	34992718	22914003	0.654822
100313	101027	29053741	28653956	35000932	22706765	0.648747
100313	101040	29053741	29028325	35280132	22801934	0.646311
100313	101054	29053741	29104255	36802892	21355104	0.580256
