A	B	nA	nB	nU	nI	jaccard
100047	100053	29087439	29425409	37318694	21194154	0.567923
100047	100108	29087439	28901223	35238725	22749937	0.645595
100047	100130	29087439	28851047	36754382	21184104	0.576369
100047	100158	29087439	29117797	36954733	21250503	0.575041
100047	100208	29087439	28623001	35488034	22222406	0.626194
100047	100226	29087439	29321742	35078559	23330622	0.665096
100047	100282	29087439	28705314	34705265	23087488	0.665245
100047	100300	29087439	29309918	35179303	23218054	0.659992
100047	100302	29087439	29263231	35242323	23108347	0.655699
100047	100303	29087439	29494967	35361867	23220539	0.656655
100047	100304	29087439	29177429	34751102	23513766	0.676634
100047	100305	29087439	29510715	35550293	23047861	0.648317
100047	100306	29087439	29374442	35568377	22893504	0.643648
100047	100307	29087439	29123214	34564448	23646205	0.684119
100047	100309	29087439	29070457	34546876	23611020	0.683449
100047	100310	29087439	28959338	34581622	23465155	0.678544
100047	100312	29087439	29206923	35432998	22861364	0.645200
100047	100313	29087439	29053741	35159027	22982153	0.653663
100047	100320	29087439	29474561	35833379	22728621	0.634286
100047	100331	29087439	29108113	34931054	23264498	0.666012
100047	100335	29087439	28741437	36713151	21115725	0.575154
100047	100395	29087439	29063278	34880073	23270644	0.667162
100047	100516	29087439	28638475	34397098	23328816	0.678220
100047	100563	29087439	28620567	34679661	23028345	0.664030
100047	100645	29087439	29331544	34971606	23447377	0.670469
100047	100673	29087439	29085373	34695299	23477513	0.676677
100047	100677	29087439	29090209	35534276	22643372	0.637226
100047	100683	29087439	29177370	35519127	22745682	0.640378
100047	100685	29087439	29318604	35777955	22628088	0.632459
100047	100691	29087439	29198603	35536926	22749116	0.640154
100047	100692	29087439	28736303	34737967	23085775	0.664569
100047	100697	29087439	29669826	35343622	23413643	0.662457
100047	100703	29087439	29016953	35567347	22537045	0.633644
100047	100705	29087439	29111523	35448873	22750089	0.641772
100047	100707	29087439	29018556	35402038	22703957	0.641318
100047	100709	29087439	28690459	35293892	22484006	0.637051
100047	100715	29087439	29418378	37234246	21271571	0.571290
100047	100725	29087439	29406610	36063419	22430630	0.621977
100047	100727	29087439	29128483	36256962	21958960	0.605648
100047	100728	29087439	29175098	35574308	22688229	0.637770
100047	100742	29087439	29702590	35289935	23500094	0.665915
100047	100745	29087439	29019748	35779780	22327407	0.624023
100047	100751	29087439	29168633	35332762	22923310	0.648783
100047	100753	29087439	29142866	34702846	23527459	0.677969
100047	100755	29087439	29081003	34409195	23759247	0.690491
100047	100758	29087439	29124879	35267888	22944430	0.650576
100047	100759	29087439	29090454	34755742	23422151	0.673907
100047	100760	29087439	29410487	35557208	22940718	0.645178
100047	100761	29087439	28951231	35736073	22302597	0.624092
