A	B	nA	nB	nU	nI	jaccard
100563	100645	28620567	29331544	35245417	22706694	0.644245
100563	100673	28620567	29085373	34427108	23278832	0.676177
100563	100677	28620567	29090209	35146675	22564101	0.641998
100563	100683	28620567	29177370	34994481	22803456	0.651630
100563	100685	28620567	29318604	35320681	22618490	0.640375
100563	100691	28620567	29198603	35277249	22541921	0.638993
100563	100692	28620567	28736303	33231184	24125686	0.725995
100563	100697	28620567	29669826	35184771	23105622	0.656694
100563	100703	28620567	29016953	35180242	22457278	0.638349
100563	100705	28620567	29111523	35199118	22532972	0.640157
100563	100707	28620567	29018556	35083992	22555131	0.642890
100563	100709	28620567	28690459	35006634	22304392	0.637148
100563	100715	28620567	29418378	36775089	21263856	0.578214
100563	100725	28620567	29406610	35638951	22388226	0.628195
100563	100727	28620567	29128483	36185994	21563056	0.595895
100563	100728	28620567	29175098	34994351	22801314	0.651571
100563	100742	28620567	29702590	34892102	23431055	0.671529
100563	100745	28620567	29019748	35367784	22272531	0.629741
100563	100751	28620567	29168633	35074177	22715023	0.647628
100563	100753	28620567	29142866	34688657	23074776	0.665197
100563	100755	28620567	29081003	34782411	22919159	0.658930
100563	100758	28620567	29124879	34710519	23034927	0.663630
100563	100759	28620567	29090454	34624121	23086900	0.666787
100563	100760	28620567	29410487	34624385	23406669	0.676017
100563	100761	28620567	28951231	35330457	22241341	0.629523
100563	100763	28620567	29283716	35089610	22814673	0.650183
100563	100764	28620567	29277283	34133877	23763973	0.696199
100563	100765	28620567	29113385	34976750	22757202	0.650638
100563	100766	28620567	29400535	34355168	23665934	0.688861
100563	100778	28620567	29171201	36806380	20985388	0.570156
100563	100784	28620567	29266264	35023857	22862974	0.652783
100563	100787	28620567	29031144	35147088	22504623	0.640298
100563	100792	28620567	29368745	34697887	23291425	0.671263
100563	100800	28620567	28702931	34643354	22680144	0.654675
100563	100805	28620567	29195372	34599314	23216625	0.671014
100563	100838	28620567	28848865	35174316	22295116	0.633846
100563	100852	28620567	28883223	35780222	21723568	0.607139
100563	100861	28620567	29116771	35458689	22278649	0.628299
100563	100862	28620567	28928693	36430097	21119163	0.579717
100563	100891	28620567	29266191	35563475	22323283	0.627703
100563	100892	28620567	28960124	35973020	21607671	0.600663
100563	100902	28620567	29028667	36792162	20857072	0.566889
100563	100916	28620567	29209349	35381007	22448909	0.634490
100563	100954	28620567	28683732	34265606	23038693	0.672356
100563	100958	28620567	28731221	34565584	22786204	0.659217
100563	100959	28620567	28963241	34656357	22927451	0.661566
100563	100988	28620567	28508645	34114963	23014249	0.674609
100563	101003	28620567	29035155	34464683	23191039	0.672893
100563	101018	28620567	28868194	34485384	23003377	0.667047
100563	101023	28620567	28812651	35083715	22349503	0.637034
100563	101024	28620567	28597387	34475625	22742329	0.659664
100563	101025	28620567	28852980	34609528	22864019	0.660628
100563	101027	28620567	28653956	34425076	22849447	0.663744
100563	101040	28620567	29028325	34502966	23145926	0.670839
100563	101054	28620567	29104255	36463519	21261303	0.583084
