A	B	nA	nB	nU	nI	jaccard
100677	100683	29090209	29177370	34623890	23643689	0.682872
100677	100685	29090209	29318604	34889474	23519339	0.674110
100677	100691	29090209	29198603	33209046	25079766	0.755209
100677	100692	29090209	28736303	35186961	22639551	0.643407
100677	100697	29090209	29669826	35987826	22772209	0.632775
100677	100703	29090209	29016953	34535331	23571831	0.682542
100677	100705	29090209	29111523	33174168	25027564	0.754429
100677	100707	29090209	29018556	34116301	23992464	0.703255
100677	100709	29090209	28690459	32116910	25663758	0.799073
100677	100715	29090209	29418378	37102239	21406348	0.576956
100677	100725	29090209	29406610	35662982	22833837	0.640267
100677	100727	29090209	29128483	36589567	21629125	0.591128
100677	100728	29090209	29175098	34229370	24035937	0.702202
100677	100742	29090209	29702590	36335761	22457038	0.618042
100677	100745	29090209	29019748	35425346	22684611	0.640350
100677	100751	29090209	29168633	35711941	22546901	0.631355
100677	100753	29090209	29142866	35395747	22837328	0.645200
100677	100755	29090209	29081003	35214911	22956301	0.651891
100677	100758	29090209	29124879	35761244	22453844	0.627882
100677	100759	29090209	29090454	35139708	23040955	0.655696
100677	100760	29090209	29410487	35702092	22798604	0.638579
100677	100761	29090209	28951231	36078968	21962472	0.608733
100677	100763	29090209	29283716	35030127	23343798	0.666392
100677	100764	29090209	29277283	35578438	22789054	0.640530
100677	100765	29090209	29113385	35295341	22908253	0.649045
100677	100766	29090209	29400535	35624097	22866647	0.641887
100677	100778	29090209	29171201	37167702	21093708	0.567528
100677	100784	29090209	29266264	35969808	22386665	0.622374
100677	100787	29090209	29031144	33570879	24550474	0.731303
100677	100792	29090209	29368745	35801080	22657874	0.632882
100677	100800	29090209	28702931	35475751	22317389	0.629089
100677	100805	29090209	29195372	35572956	22712625	0.638480
100677	100838	29090209	28848865	35731334	22207740	0.621520
100677	100852	29090209	28883223	36393057	21580375	0.592981
100677	100861	29090209	29116771	36080713	22126267	0.613244
100677	100862	29090209	28928693	36911810	21107092	0.571825
100677	100891	29090209	29266191	36146241	22210159	0.614453
100677	100892	29090209	28960124	36437342	21612991	0.593155
100677	100902	29090209	29028667	37188130	20930746	0.562834
100677	100916	29090209	29209349	32871161	25428397	0.773578
100677	100954	29090209	28683732	35330551	22443390	0.635240
100677	100958	29090209	28731221	35481443	22339987	0.629625
100677	100959	29090209	28963241	35398898	22654552	0.639979
100677	100988	29090209	28508645	35049369	22549485	0.643364
100677	101003	29090209	29035155	35705906	22419458	0.627892
100677	101018	29090209	28868194	35433989	22524414	0.635673
100677	101023	29090209	28812651	33026513	24876347	0.753224
100677	101024	29090209	28597387	35433137	22254459	0.628069
100677	101025	29090209	28852980	35545398	22397791	0.630118
100677	101027	29090209	28653956	35249125	22495040	0.638173
100677	101040	29090209	29028325	35517638	22600896	0.636329
100677	101054	29090209	29104255	36818089	21376375	0.580594
