A	B	nA	nB	nU	nI	jaccard
100692	100697	28736303	29669826	34826101	23580028	0.677079
100692	100703	28736303	29016953	35172460	22580796	0.642002
100692	100705	28736303	29111523	35250764	22597062	0.641038
100692	100707	28736303	29018556	35156390	22598469	0.642798
100692	100709	28736303	28690459	34953595	22473167	0.642943
100692	100715	28736303	29418378	36807773	21346908	0.579957
100692	100725	28736303	29406610	35739292	22403621	0.626862
100692	100727	28736303	29128483	36066411	21798375	0.604395
100692	100728	28736303	29175098	35090829	22820572	0.650329
100692	100742	28736303	29702590	35115435	23323458	0.664194
100692	100745	28736303	29019748	35420768	22335283	0.630570
100692	100751	28736303	29168633	35019972	22884964	0.653483
100692	100753	28736303	29142866	34659299	23219870	0.669946
100692	100755	28736303	29081003	34876897	22940409	0.657754
100692	100758	28736303	29124879	34504296	23356886	0.676927
100692	100759	28736303	29090454	34762926	23063831	0.663461
100692	100760	28736303	29410487	34474570	23672220	0.686657
100692	100761	28736303	28951231	35243649	22443885	0.636821
100692	100763	28736303	29283716	34953077	23066942	0.659940
100692	100764	28736303	29277283	34215326	23798260	0.695544
100692	100765	28736303	29113385	34773220	23076468	0.663628
100692	100766	28736303	29400535	34596345	23540493	0.680433
100692	100778	28736303	29171201	36960704	20946800	0.566732
100692	100784	28736303	29266264	35124616	22877951	0.651337
100692	100787	28736303	29031144	35230098	22537349	0.639719
100692	100792	28736303	29368745	34744238	23360810	0.672365
100692	100800	28736303	28702931	34758863	22680371	0.652506
100692	100805	28736303	29195372	34642456	23289219	0.672274
100692	100838	28736303	28848865	35204228	22380940	0.635746
100692	100852	28736303	28883223	35814925	21804601	0.608813
100692	100861	28736303	29116771	35322133	22530941	0.637870
100692	100862	28736303	28928693	36357749	21307247	0.586044
100692	100891	28736303	29266191	35576892	22425602	0.630342
100692	100892	28736303	28960124	35959845	21736582	0.604468
100692	100902	28736303	29028667	36824349	20940621	0.568662
100692	100916	28736303	29209349	35271532	22674120	0.642845
100692	100954	28736303	28683732	34400923	23019112	0.669142
100692	100958	28736303	28731221	34644379	22823145	0.658783
100692	100959	28736303	28963241	34980087	22719457	0.649497
100692	100988	28736303	28508645	34082108	23162840	0.679619
100692	101003	28736303	29035155	34585371	23186087	0.670402
100692	101018	28736303	28868194	34446101	23158396	0.672308
100692	101023	28736303	28812651	35174497	22374457	0.636099
100692	101024	28736303	28597387	34435293	22898397	0.664969
100692	101025	28736303	28852980	34644695	22944588	0.662283
100692	101027	28736303	28653956	34632017	22758242	0.657145
100692	101040	28736303	29028325	34775262	22989366	0.661084
100692	101054	28736303	29104255	36503242	21337316	0.584532
