A	B	nA	nB	nU	nI	jaccard
100685	100691	29318604	29198603	33702215	24814992	0.736302
100685	100692	29318604	28736303	35373068	22681839	0.641218
100685	100697	29318604	29669826	36241557	22746873	0.627646
100685	100703	29318604	29016953	33587855	24747702	0.736805
100685	100705	29318604	29111523	33704806	24725321	0.733584
100685	100707	29318604	29018556	34395539	23941621	0.696068
100685	100709	29318604	28690459	33698163	24310900	0.721431
100685	100715	29318604	29418378	37724638	21012344	0.556993
100685	100725	29318604	29406610	35766357	22958857	0.641912
100685	100727	29318604	29128483	36865922	21581165	0.585396
100685	100728	29318604	29175098	36096952	22396750	0.620461
100685	100742	29318604	29702590	36145175	22876019	0.632893
100685	100745	29318604	29019748	35807642	22530710	0.629215
100685	100751	29318604	29168633	36117321	22369916	0.619368
100685	100753	29318604	29142866	35703619	22757851	0.637410
100685	100755	29318604	29081003	35481840	22917767	0.645901
100685	100758	29318604	29124879	36009504	22433979	0.623002
100685	100759	29318604	29090454	35539011	22870047	0.643520
100685	100760	29318604	29410487	35787663	22941428	0.641043
100685	100761	29318604	28951231	36528425	21741410	0.595192
100685	100763	29318604	29283716	35362204	23240116	0.657202
100685	100764	29318604	29277283	35575790	23020097	0.647072
100685	100765	29318604	29113385	35445525	22986464	0.648501
100685	100766	29318604	29400535	35434127	23285012	0.657135
100685	100778	29318604	29171201	37576716	20913089	0.556544
100685	100784	29318604	29266264	36413880	22170988	0.608861
100685	100787	29318604	29031144	34846063	23503685	0.674500
100685	100792	29318604	29368745	36326085	22361264	0.615570
100685	100800	29318604	28702931	35634869	22386666	0.628224
100685	100805	29318604	29195372	35342855	23171121	0.655610
100685	100838	29318604	28848865	36344588	21822881	0.600444
100685	100852	29318604	28883223	36798079	21403748	0.581654
100685	100861	29318604	29116771	36272854	22162521	0.610995
100685	100862	29318604	28928693	37156578	21090719	0.567617
100685	100891	29318604	29266191	36372669	22212126	0.610682
100685	100892	29318604	28960124	36865444	21413284	0.580850
100685	100902	29318604	29028667	37509073	20838198	0.555551
100685	100916	29318604	29209349	33870926	24657027	0.727970
100685	100954	29318604	28683732	35729568	22272768	0.623371
100685	100958	29318604	28731221	36009047	22040778	0.612090
100685	100959	29318604	28963241	35969935	22311910	0.620293
100685	100988	29318604	28508645	35496073	22331176	0.629117
100685	101003	29318604	29035155	35999216	22354543	0.620973
100685	101018	29318604	28868194	35461903	22724895	0.640826
100685	101023	29318604	28812651	34458050	23673205	0.687015
100685	101024	29318604	28597387	35712371	22203620	0.621735
100685	101025	29318604	28852980	35813164	22358420	0.624307
100685	101027	29318604	28653956	35609282	22363278	0.628018
100685	101040	29318604	29028325	35744475	22602454	0.632334
100685	101054	29318604	29104255	37239712	21183147	0.568832
