A	B	nA	nB	nU	nI	jaccard
100778	100784	29171201	29266264	37329718	21107747	0.565441
100778	100787	29171201	29031144	37455859	20746486	0.553892
100778	100792	29171201	29368745	37639450	20900496	0.555282
100778	100800	29171201	28702931	36772332	21101800	0.573850
100778	100805	29171201	29195372	37435216	20931357	0.559135
100778	100838	29171201	28848865	37111657	20908409	0.563392
100778	100852	29171201	28883223	37365150	20689274	0.553705
100778	100861	29171201	29116771	36893531	21394441	0.579897
100778	100862	29171201	28928693	37174674	20925220	0.562889
100778	100891	29171201	29266191	37350866	21086526	0.564553
100778	100892	29171201	28960124	37001607	21129718	0.571049
100778	100902	29171201	29028667	37443036	20756832	0.554358
100778	100916	29171201	29209349	37673477	20707073	0.549646
100778	100954	29171201	28683732	36815477	21039456	0.571484
100778	100958	29171201	28731221	36909477	20992945	0.568768
100778	100959	29171201	28963241	37085470	21048972	0.567580
100778	100988	29171201	28508645	36690326	20989520	0.572072
100778	101003	29171201	29035155	37184007	21022349	0.565360
100778	101018	29171201	28868194	37088376	20951019	0.564894
100778	101023	29171201	28812651	37411940	20571912	0.549876
100778	101024	29171201	28597387	36961136	20807452	0.562955
100778	101025	29171201	28852980	37069577	20954604	0.565278
100778	101027	29171201	28653956	36783222	21041935	0.572053
100778	101040	29171201	29028325	37134895	21064631	0.567246
100778	101054	29171201	29104255	37614374	20661082	0.549287
