	100042	100043	100047	100053	100108	100130	100158	100208	100226	100282	100300	100302	100303	100304	100305	100306	100307	100309	100310	100312	100313	100320	100331	100335	100395	100516	100563	100645	100673	100677	100683	100685	100691	100692	100697	100703	100705	100707	100709	100715	100725	100727	100728	100742	100745	100751	100753	100755	100758	100759	100760	100761	100763	100764	100765	100766	100778	100784	100787	100792	100800	100805	100838	100852	100861	100862	100891	100892	100902	100916	100954	100958	100959	100988	101003	101018	101023	101024	101025	101027	101040	101054
100042	1.000000	0.586520	0.582047	0.576123	0.585240	0.579908	0.577441	0.576606	0.582286	0.587427	0.582685	0.584014	0.577335	0.582589	0.583072	0.577270	0.583621	0.588389	0.593750	0.578321	0.589425	0.583311	0.582839	0.575151	0.583609	0.585828	0.584450	0.580499	0.589730	0.584716	0.584251	0.580439	0.574529	0.586221	0.573832	0.575467	0.576273	0.585982	0.575611	0.560644	0.576733	0.629424	0.583482	0.575762	0.575778	0.581380	0.580575	0.585040	0.596169	0.590131	0.580840	0.579218	0.581957	0.577481	0.588498	0.581919	0.556936	0.583763	0.576955	0.568304	0.590870	0.580284	0.585430	0.574017	0.586180	0.577192	0.584212	0.586410	0.567456	0.572026	0.595684	0.583361	0.580058	0.591207	0.589943	0.582336	0.572004	0.584700	0.581085	0.584867	0.587881	0.608370
100043	0.586520	1.000000	0.666195	0.572521	0.649859	0.583951	0.584141	0.627562	0.648019	0.699641	0.674316	0.661879	0.659402	0.665554	0.668580	0.652985	0.678264	0.679619	0.663867	0.667912	0.653811	0.623243	0.653615	0.587434	0.661414	0.657157	0.678377	0.650878	0.701114	0.641359	0.630787	0.623014	0.624899	0.681191	0.647038	0.625778	0.625566	0.645596	0.630184	0.587726	0.621854	0.602145	0.658983	0.657858	0.632953	0.655069	0.658603	0.657516	0.669502	0.653929	0.655844	0.635571	0.639108	0.659227	0.653064	0.655280	0.574418	0.652843	0.624023	0.658195	0.637949	0.640602	0.642679	0.618923	0.625706	0.592947	0.634262	0.607085	0.571827	0.623040	0.663517	0.655799	0.646348	0.672179	0.654877	0.672070	0.619433	0.653326	0.653462	0.657406	0.682534	0.586860
100047	0.582047	0.666195	1.000000	0.567923	0.645595	0.576369	0.575041	0.626194	0.665096	0.665245	0.659992	0.655699	0.656655	0.676634	0.648317	0.643648	0.684119	0.683449	0.678544	0.645200	0.653663	0.634286	0.666012	0.575154	0.667162	0.678220	0.664030	0.670469	0.676677	0.637226	0.640378	0.632459	0.640154	0.664569	0.662457	0.633644	0.641772	0.641318	0.637051	0.571290	0.621977	0.605648	0.637770	0.665915	0.624023	0.648783	0.677969	0.690491	0.650576	0.673907	0.645178	0.624092	0.668747	0.651859	0.666056	0.651242	0.562881	0.654293	0.631688	0.665209	0.659757	0.650160	0.625777	0.607687	0.629915	0.581342	0.642530	0.606154	0.572368	0.631685	0.661540	0.655463	0.651906	0.678532	0.651479	0.665183	0.628328	0.652562	0.656206	0.655608	0.666041	0.581375
100053	0.576123	0.572521	0.567923	1.000000	0.582337	0.668621	0.649702	0.553928	0.563184	0.577521	0.562448	0.565794	0.559293	0.571540	0.563423	0.558850	0.568458	0.571073	0.573676	0.559691	0.566193	0.577136	0.568452	0.665431	0.570616	0.573974	0.567955	0.564362	0.571473	0.563178	0.559339	0.554816	0.555535	0.568533	0.555809	0.558331	0.556651	0.566393	0.557071	0.558689	0.558481	0.575800	0.566991	0.568511	0.567466	0.562484	0.563911	0.572032	0.575198	0.568130	0.564646	0.591337	0.563822	0.559282	0.569065	0.561232	0.553286	0.578908	0.555334	0.557832	0.582730	0.559178	0.596589	0.601009	0.591744	0.628968	0.573614	0.644550	0.656093	0.551661	0.578039	0.583407	0.575802	0.572486	0.570686	0.568201	0.552183	0.572820	0.568593	0.578145	0.571353	0.575091
100108	0.585240	0.649859	0.645595	0.582337	1.000000	0.595528	0.589936	0.611923	0.635085	0.656754	0.634631	0.632379	0.632319	0.642614	0.631307	0.632696	0.653746	0.653930	0.649183	0.637151	0.634866	0.601458	0.618987	0.592868	0.632200	0.641098	0.647144	0.642925	0.659111	0.617622	0.619386	0.609982	0.616029	0.644987	0.632892	0.612456	0.616516	0.619053	0.618825	0.566067	0.617991	0.595022	0.630178	0.634198	0.622856	0.638932	0.648228	0.638994	0.654232	0.642888	0.633566	0.650250	0.632635	0.627321	0.638112	0.630180	0.556931	0.634543	0.613869	0.630111	0.631180	0.623304	0.638369	0.626866	0.603177	0.589398	0.620101	0.595393	0.592808	0.610755	0.651697	0.645720	0.626730	0.660476	0.641384	0.654010	0.612256	0.638644	0.628716	0.630229	0.648819	0.582312
100130	0.579908	0.583951	0.576369	0.668621	0.595528	1.000000	0.669592	0.565427	0.572551	0.579200	0.570592	0.573699	0.563318	0.574771	0.563244	0.566225	0.574739	0.576811	0.579122	0.567210	0.579265	0.579050	0.579840	0.700775	0.578610	0.578893	0.579468	0.572301	0.577626	0.567936	0.564341	0.563167	0.564366	0.576982	0.563010	0.567277	0.564505	0.573262	0.566659	0.558024	0.566971	0.581845	0.565277	0.564683	0.567564	0.566742	0.567894	0.571806	0.576864	0.575250	0.569024	0.610151	0.571387	0.567345	0.571254	0.566846	0.559852	0.577028	0.565255	0.567506	0.582955	0.565305	0.596767	0.613289	0.583746	0.655486	0.583238	0.633538	0.670991	0.561391	0.584909	0.595868	0.576134	0.579718	0.578612	0.571450	0.562572	0.580644	0.572331	0.576104	0.578812	0.586946
100158	0.577441	0.584141	0.575041	0.649702	0.589936	0.669592	1.000000	0.563701	0.573311	0.587969	0.571953	0.574012	0.567307	0.577239	0.563826	0.569030	0.573835	0.579350	0.575350	0.568451	0.576976	0.579567	0.578248	0.653617	0.581872	0.581675	0.576024	0.572645	0.578507	0.574706	0.565641	0.562558	0.562046	0.577671	0.565790	0.566914	0.562940	0.571242	0.565652	0.558464	0.569639	0.577342	0.574109	0.573650	0.572698	0.574457	0.574521	0.579378	0.585732	0.576146	0.573017	0.602169	0.575189	0.569612	0.573484	0.573372	0.558033	0.580110	0.560494	0.568860	0.593601	0.574168	0.592609	0.618668	0.596892	0.660343	0.587657	0.628018	0.654752	0.560164	0.587957	0.595013	0.580462	0.586093	0.582130	0.575150	0.561822	0.581442	0.573449	0.582023	0.581786	0.577999
100208	0.576606	0.627562	0.626194	0.553928	0.611923	0.565427	0.563701	1.000000	0.654458	0.633765	0.631484	0.628911	0.635478	0.623224	0.620595	0.639265	0.630704	0.632639	0.635302	0.630855	0.633386	0.600807	0.634067	0.566551	0.628225	0.636226	0.632157	0.644137	0.621188	0.713224	0.691341	0.687862	0.723279	0.632673	0.627533	0.709476	0.746891	0.671813	0.807863	0.554062	0.626206	0.587955	0.618645	0.617796	0.631916	0.616737	0.632965	0.635583	0.618572	0.639596	0.630028	0.599441	0.643930	0.640210	0.646715	0.641257	0.550358	0.611293	0.724381	0.615131	0.624429	0.634009	0.610733	0.586738	0.606069	0.568635	0.607628	0.587460	0.557918	0.791906	0.624785	0.612833	0.631686	0.631572	0.620045	0.634548	0.708788	0.625319	0.625520	0.629310	0.631602	0.570618
100226	0.582286	0.648019	0.665096	0.563184	0.635085	0.572551	0.573311	0.654458	1.000000	0.659600	0.651931	0.645158	0.659710	0.672332	0.644077	0.649809	0.673146	0.677428	0.700838	0.649774	0.674047	0.631385	0.650918	0.567358	0.678479	0.656820	0.644508	0.910488	0.660852	0.656396	0.667203	0.665039	0.662755	0.656637	0.654931	0.663011	0.659563	0.661281	0.664194	0.562130	0.635131	0.608670	0.637402	0.631136	0.635008	0.642041	0.682998	0.684100	0.643191	0.678550	0.714835	0.610674	0.693503	0.653232	0.701442	0.658052	0.558084	0.646811	0.649893	0.629063	0.641035	0.648823	0.617322	0.592680	0.629416	0.581887	0.626354	0.593805	0.564874	0.664204	0.656895	0.645874	0.647798	0.662522	0.646332	0.683799	0.647420	0.654841	0.660948	0.651162	0.653366	0.573928
100282	0.587427	0.699641	0.665245	0.577521	0.656754	0.579200	0.587969	0.633765	0.659600	1.000000	0.662673	0.661377	0.661938	0.667665	0.661101	0.649972	0.703690	0.677330	0.677477	0.670717	0.661164	0.625830	0.653514	0.587570	0.670301	0.675295	0.675223	0.668896	0.710430	0.645442	0.633622	0.623681	0.632501	0.672004	0.654952	0.628169	0.632489	0.642786	0.635994	0.579298	0.642431	0.603833	0.665153	0.658736	0.645806	0.665647	0.674944	0.661790	0.675138	0.666407	0.662196	0.633949	0.653890	0.653845	0.668086	0.653651	0.566262	0.664852	0.627230	0.674345	0.659665	0.644479	0.649134	0.614426	0.635063	0.586956	0.634567	0.611429	0.575932	0.628358	0.678328	0.669732	0.658686	0.692161	0.667053	0.682352	0.629607	0.655483	0.650429	0.661895	0.691238	0.593450
100300	0.582685	0.674316	0.659992	0.562448	0.634631	0.570592	0.571953	0.631484	0.651931	0.662673	1.000000	0.728829	0.703649	0.675556	0.722891	0.684890	0.658866	0.663005	0.664809	0.709173	0.654787	0.628085	0.638381	0.566534	0.647364	0.653745	0.712726	0.653827	0.666281	0.638034	0.649129	0.643312	0.648424	0.966165	0.671286	0.643765	0.643636	0.638388	0.641480	0.576723	0.624175	0.600877	0.645914	0.676589	0.624298	0.651541	0.664066	0.650623	0.672741	0.658611	0.702063	0.629765	0.655637	0.709728	0.656409	0.693872	0.563324	0.647686	0.640570	0.665604	0.641540	0.671095	0.629307	0.601427	0.628114	0.579056	0.622790	0.597097	0.561910	0.645205	0.659776	0.649895	0.639013	0.669638	0.660843	0.661211	0.627453	0.659332	0.653406	0.644054	0.654029	0.577350
