	10002	10006	159	5772	5784	5811	6150	6184	6244	6898	6911	6915	6929	6932	6938	6939	6945	6958	6963	6979	7000	7002	7003	7025	7063	7092	7127	7143	7164	7186	7217	7255	7288	7298	7316	7323	7346	7347	7372	7378	7411	763	765	766	768	772	8214	8230	8231	8247	8249	8351	8354	8387	9416	9470	9506	9518	9537	9542	9549	9555	9557	9559	9564	9565	9594	9600	9606	9637	9653	9758	9759	9764	9837	9879	9910	9940	9947	9992
10002		0.31178367	0.33158842	0.31408566	0.2965341	0.3029997	0.29801726	0.29495898	0.29053855	0.33595437	0.2633926	0.2858173	0.27567482	0.2848337	0.27629212	0.30151802	0.2984687	0.32162204	0.27627498	0.31853724	0.30728644	0.29663742	0.31519693	0.3042358	0.29156482	0.382064	0.29600757	0.28897932	0.2907762	0.27633655	0.3576186	0.2702875	0.28825736	0.30236608	0.30911925	0.2825484	0.31092492	0.2902145	0.3088503	0.31316325	0.30625665	0.28073046	0.285222	0.27939525	0.275826	0.2741324	0.38623965	0.2948467	0.28343943	0.31054157	0.3016159	0.28463846	0.2641683	0.28161725	0.31646803	0.27641684	0.30006874	0.25693607	0.3012948	0.24714704	0.2453778	0.24529701	0.27496627	0.31712836	0.27654734	0.31618285	0.2710776	0.24406461	0.28237396	0.26175004	0.3248096	0.28135794	0.31907582	0.27373192	0.2476295	0.24277107	0.36888605	0.30309844	0.23810223	0.31738788
10006	0.31178367		0.3212375	0.31369486	0.32068554	0.2993058	0.30292737	0.3072004	0.3112754	0.30850747	0.30811092	0.2819496	0.32077792	0.30481973	0.33316305	0.30182052	0.29759213	0.31566137	0.32469705	0.3179387	0.29911453	0.29134926	0.3122467	0.32062072	0.30844456	0.31053743	0.3114356	0.28266802	0.3020141	0.31477925	0.3198249	0.27438527	0.29924396	0.30986276	0.2916757	0.33236438	0.2982991	0.31386122	0.313732	0.30054268	0.30376178	0.32523808	0.32304895	0.3193517	0.32874334	0.3261	0.30440417	0.31034017	0.3101629	0.29988217	0.3182872	0.29950997	0.3225899	0.27141234	0.31349686	0.3099275	0.30293196	0.29195577	0.31755754	0.28259382	0.27941525	0.28451252	0.29573402	0.30894786	0.2946636	0.31910706	0.2974706	0.28798857	0.32120115	0.33087322	0.3448232	0.3377867	0.33933473	0.31777996	0.2857753	0.28525606	0.299076	0.3325294	0.2793119	0.34828657
159	0.33158842	0.3212375		0.3233954	0.30093646	0.33710968	0.303558	0.30516705	0.2817012	0.31886905	0.28347564	0.3330536	0.2783795	0.29389	0.2894402	0.30977356	0.32508993	0.37450415	0.27296302	0.3277615	0.3083455	0.30243388	0.33767092	0.32776284	0.31044942	0.3350472	0.3009236	0.29470193	0.29399395	0.2923069	0.33791336	0.279148	0.30352485	0.30492362	0.3174789	0.2966589	0.29986358	0.29004842	0.3340619	0.31365094	0.3013892	0.2790807	0.28698957	0.28353703	0.27759767	0.27859512	0.35535845	0.32109526	0.30128807	0.30858773	0.298213	0.28802073	0.27598548	0.32693535	0.31655017	0.30477583	0.33037633	0.27055877	0.31962684	0.24863777	0.24976449	0.25302747	0.30041757	0.31523433	0.29756314	0.32494995	0.29064858	0.24910021	0.29402184	0.27451116	0.3470854	0.2821618	0.32865465	0.28213623	0.2569969	0.24800414	0.32717362	0.30846226	0.24726984	0.32506368
5772	0.31408566	0.31369486	0.3233954		0.27292055	0.3109414	0.2996403	0.2782757	0.27359986	0.30166844	0.26707295	0.31083095	0.27590302	0.29736242	0.28818694	0.30357695	0.341902	0.32396448	0.27739796	0.3352208	0.30869305	0.2905062	0.4056898	0.32509342	0.29744926	0.30740583	0.30101103	0.28423184	0.31766185	0.28222093	0.31690326	0.285871	0.30984777	0.32209688	0.3145275	0.28390732	0.29806125	0.30659908	0.3281914	0.4026973	0.33510816	0.27763075	0.2804993	0.27143568	0.2730478	0.2799282	0.309721	0.30589035	0.29637828	0.29209328	0.29492828	0.28619182	0.28341317	0.31087723	0.28571323	0.2972965	0.30439886	0.2527548	0.2971017	0.22985004	0.23779082	0.24105571	0.2765616	0.30589643	0.272682	0.31056854	0.27242875	0.22890913	0.2775658	0.27142236	0.31567013	0.28008503	0.3184091	0.262833	0.23887603	0.23674572	0.3074973	0.2962826	0.23026246	0.31414592
5784	0.2965341	0.32068554	0.30093646	0.27292055		0.29257718	0.32377616	0.37396073	0.4041268	0.29651147	0.31937283	0.2770835	0.29444584	0.292881	0.29741308	0.29025623	0.2936701	0.29611874	0.30055043	0.28170475	0.305998	0.30472472	0.28020713	0.29018596	0.29765734	0.32114825	0.28466496	0.30094928	0.32871035	0.28840423	0.3137601	0.26213613	0.30233467	0.27880383	0.31187984	0.29359376	0.2942792	0.29003146	0.28929427	0.2769044	0.28348476	0.30080524	0.3078659	0.29474956	0.2954768	0.2931414	0.30828	0.35874057	0.32578403	0.32664686	0.32290128	0.39839825	0.29851118	0.27841562	0.34267315	0.3384765	0.28681943	0.31112254	0.26939166	0.30300564	0.29378885	0.29095092	0.35718066	0.28393483	0.3429098	0.31299335	0.34966198	0.29563928	0.32221833	0.2964909	0.2899595	0.3023155	0.28873983	0.31007057	0.282375	0.29202512	0.29016134	0.3305434	0.28549796	0.3042574
5811	0.3029997	0.2993058	0.33710968	0.3109414	0.29257718		0.29076794	0.2714941	0.28084895	0.30119905	0.2627203	0.26845014	0.2582834	0.2706621	0.2689006	0.27493462	0.28117076	0.31500924	0.267755	0.29466808	0.29112515	0.29128203	0.31247863	0.31002694	0.2895284	0.322816	0.26847804	0.32033113	0.2942639	0.26522434	0.3305789	0.25868613	0.28428447	0.29329032	0.30783632	0.26614594	0.2886893	0.2692646	0.29224616	0.29316548	0.30097225	0.2659057	0.26755634	0.26387933	0.26357216	0.26316386	0.3390652	0.29528743	0.28614202	0.27764204	0.27701172	0.28375855	0.26619816	0.26916358	0.29518703	0.2948644	0.29209784	0.24721089	0.288424	0.24715109	0.23819155	0.24229988	0.26911804	0.2782063	0.27075937	0.28800145	0.2741128	0.23599571	0.27628553	0.26139045	0.29820687	0.26212928	0.2839229	0.2669941	0.242022	0.23963104	0.3122983	0.28451854	0.23645762	0.29048026
6150	0.29801726	0.30292737	0.303558	0.2996403	0.32377616	0.29076794		0.32729778	0.32254678	0.30240738	0.28422242	0.29380494	0.27366006	0.29452005	0.28882706	0.3033484	0.28832185	0.29812285	0.2804056	0.29316726	0.30430847	0.3104097	0.28362855	0.29083794	0.2748855	0.31247818	0.30070257	0.287425	0.3261427	0.2755451	0.3027943	0.26962018	0.31093976	0.27554736	0.31570897	0.29025283	0.325315	0.29272616	0.30387276	0.28970242	0.28539336	0.2858219	0.28852314	0.28089193	0.2766723	0.27191797	0.326056	0.3255209	0.3137809	0.43244237	0.3158598	0.32950267	0.27746233	0.29307765	0.33225054	0.3049232	0.29378304	0.26212457	0.27458268	0.25593564	0.24900535	0.25909185	0.29697683	0.28657722	0.28742263	0.31270668	0.2915497	0.25273815	0.29510945	0.27433756	0.29927942	0.28367263	0.2937725	0.28551733	0.24871632	0.24823761	0.298947	0.31340235	0.243789	0.30612212
6184	0.29495898	0.3072004	0.30516705	0.2782757	0.37396073	0.2714941	0.32729778		0.5096099	0.3187994	0.29972085	0.28286266	0.306999	0.2986761	0.31308994	0.283185	0.28405523	0.27273163	0.2979055	0.2843421	0.28923154	0.30589986	0.28257537	0.29196712	0.28938854	0.3149561	0.2921797	0.30779248	0.32563838	0.2933364	0.3056729	0.26465163	0.31564358	0.2934612	0.32451907	0.3066035	0.28690448	0.3045326	0.30281705	0.26893246	0.28928137	0.30372137	0.31023005	0.2993846	0.30376258	0.30463788	0.31241584	0.30624703	0.31276795	0.3221776	0.32379285	0.47190592	0.29424062	0.28277728	0.36090437	0.31278503	0.28984958	0.29261005	0.28204745	0.28349394	0.27787325	0.28137726	0.310729	0.28857812	0.3076773	0.30498174	0.3056125	0.27819318	0.2996222	0.29653445	0.2917324	0.31329247	0.29423076	0.302622	0.27461898	0.27932552	0.3048581	0.31882605	0.27792183	0.30930862
6244	0.29053855	0.3112754	0.2817012	0.27359986	0.4041268	0.28084895	0.32254678	0.5096099		0.30718815	0.29822993	0.26614866	0.31289527	0.2930578	0.31389013	0.28203174	0.2849235	0.27767447	0.30550027	0.27860352	0.2772663	0.29611787	0.26947373	0.28347147	0.27785268	0.30706754	0.28667596	0.30993494	0.3301761	0.2954673	0.28525525	0.25149256	0.3124254	0.27172926	0.31171224	0.32246527	0.2956703	0.2912457	0.287957	0.2636442	0.26967624	0.32202926	0.32155234	0.3074257	0.317089	0.31279108	0.2980155	0.30962527	0.30937567	0.3072666	0.31720605	0.42311826	0.3085594	0.2683665	0.34345403	0.31289807	0.28132442	0.28292972	0.26227853	0.2951177	0.2746053	0.28608444	0.31612876	0.28756264	0.303061	0.3045647	0.2973556	0.28329384	0.30581087	0.2983154	0.2846695	0.3180607	0.28642905	0.28883308	0.27420175	0.27378243	0.30473378	0.32176465	0.2776823	0.30618465
6898	0.33595437	0.30850747	0.31886905	0.30166844	0.29651147	0.30119905	0.30240738	0.3187994	0.30718815		0.26822072	0.31945333	0.29589286	0.29702336	0.28839695	0.3026703	0.2856307	0.3057886	0.30410033	0.29137006	0.28799713	0.30923003	0.30393162	0.29264224	0.30816007	0.3180648	0.27814054	0.33976576	0.30397797	0.2806436	0.339865	0.28363445	0.30496666	0.29890978	0.3271195	0.29936263	0.2892796	0.2861016	0.29623914	0.29977688	0.30951822	0.3048043	0.30877167	0.29553282	0.2954916	0.29102913	0.3265025	0.2872704	0.3159264	0.31616208	0.30347732	0.28869152	0.27924362	0.30903283	0.30519176	0.28679276	0.29832962	0.2520099	0.30448842	0.2549154	0.2505509	0.25216493	0.2877543	0.3033815	0.2799264	0.30178514	0.28111923	0.24872927	0.27999726	0.28145096	0.3149141	0.28812033	0.3015518	0.27743322	0.251431	0.24730393	0.32523748	0.29803467	0.24780144	0.31317464
6911	0.2633926	0.30811092	0.28347564	0.26707295	0.31937283	0.2627203	0.28422242	0.29972085	0.29822993	0.26822072		0.24466138	0.2828934	0.2797646	0.2975802	0.26874256	0.26902857	0.2746881	0.28450203	0.26821184	0.2608902	0.26213738	0.282462	0.27394295	0.302273	0.2693229	0.27870074	0.26234195	0.27737945	0.27458915	0.2810696	0.23268	0.27236167	0.26714414	0.26736656	0.2906857	0.26339954	0.28204858	0.28009248	0.25297213	0.25726232	0.29224122	0.29617205	0.2869527	0.28581804	0.28229794	0.27409673	0.2925348	0.2905719	0.28015673	0.28448388	0.29640466	0.2966173	0.24085946	0.28834462	0.28816515	0.28756505	0.3280967	0.28478032	0.3309321	0.33360547	0.34529564	0.3194856	0.2853386	0.31351483	0.28612632	0.3167732	0.34452415	0.43095034	0.29189247	0.2846443	0.29541907	0.2844528	0.3484356	0.3403798	0.35009426	0.2616514	0.38691548	0.34164408	0.30098453
6915	0.2858173	0.2819496	0.3330536	0.31083095	0.2770835	0.26845014	0.29380494	0.28286266	0.26614866	0.31945333	0.24466138		0.2588093	0.27753526	0.26146173	0.30773187	0.33358783	0.3015886	0.25931752	0.28163362	0.2920974	0.2993088	0.3214917	0.2848043	0.27350205	0.28244364	0.27877763	0.2826	0.30340222	0.27178052	0.28514403	0.30554223	0.29375917	0.28856415	0.32696676	0.27132192	0.28479752	0.27587748	0.2921135	0.29146904	0.288865	0.26363325	0.26708925	0.25379804	0.25825334	0.25545317	0.3013726	0.3005155	0.2954542	0.27859446	0.27230474	0.27274084	0.25369594	0.9347292	0.2758668	0.2773288	0.26845664	0.23746027	0.2724646	0.22149576	0.22247241	0.22333992	0.27430552	0.27548286	0.2624519	0.29457825	0.27144778	0.21813099	0.25925052	0.25585064	0.29139644	0.2634473	0.2779018	0.24709408	0.21853662	0.21870404	0.3015661	0.2776312	0.21854533	0.2851386
6929	0.27567482	0.32077792	0.2783795	0.27590302	0.29444584	0.2582834	0.27366006	0.306999	0.31289527	0.29589286	0.2828934	0.2588093		0.31555244	0.42583883	0.2817373	0.2708925	0.28252724	0.5941243	0.28183472	0.28151152	0.27447635	0.27818725	0.31041586	0.27128503	0.27948862	0.31092155	0.27165812	0.2814837	0.34947345	0.28303733	0.25964049	0.29209596	0.29039305	0.2752966	0.44458875	0.2799093	0.3413754	0.2938114	0.26869065	0.29398486	0.58301955	0.5635482	0.6175099	0.67184955	0.6521362	0.27426738	0.290401	0.29119188	0.30300164	0.32912403	0.29310876	0.40123856	0.25665277	0.2951909	0.3009216	0.27321592	0.25088745	0.2697479	0.24479298	0.24252531	0.24745604	0.2781661	0.2736963	0.27815393	0.27135217	0.27139908	0.24488923	0.29714724	0.41282126	0.29132912	0.4855918	0.33136192	0.27114716	0.24497767	0.24709377	0.26524347	0.31121212	0.24926594	0.35131603
6932	0.2848337	0.30481973	0.29389	0.29736242	0.292881	0.2706621	0.29452005	0.2986761	0.2930578	0.29702336	0.2797646	0.27753526	0.31555244		0.31331313	0.30351973	0.29325187	0.30322865	0.30279058	0.30286962	0.28102022	0.28816378	0.29649696	0.29891083	0.27184367	0.30034682	0.32768276	0.28484106	0.3060049	0.31083673	0.29116717	0.27114102	0.31711227	0.2901821	0.30762526	0.3185521	0.33843875	0.31015545	0.29879212	0.27925512	0.30420932	0.3157114	0.31593847	0.31224954	0.31743816	0.31144884	0.28745526	0.31234848	0.34290656	0.31153697	0.3389342	0.30936754	0.30722895	0.27658948	0.30680847	0.30986658	0.27385637	0.25274044	0.26843706	0.2335146	0.24030685	0.24776646	0.28051865	0.27310032	0.27664655	0.2760183	0.26875335	0.24195647	0.28948689	0.29442266	0.30764833	0.30965647	0.30293104	0.26074526	0.2436627	0.24205063	0.28650546	0.30910683	0.24087264	0.31473315
