100042	100763
100042	100764
100042	100765
100042	100766
100042	100778
100042	100784
100042	100787
100042	100792
100042	100800
100042	100805
100042	100838
100042	100852
100042	100861
100042	100862
100042	100891
100042	100892
100042	100902
100042	100916
100042	100954
100042	100958
100042	100959
100042	100988
100042	101003
100042	101018
100042	101023
100042	101024
100042	101025
100042	101027
100042	101040
100042	101054
100043	100763
100043	100764
100043	100765
100043	100766
100043	100778
100043	100784
100043	100787
100043	100792
100043	100800
100043	100805
100043	100838
100043	100852
100043	100861
100043	100862
100043	100891
100043	100892
100043	100902
100043	100916
100043	100954
100043	100958
100043	100959
100043	100988
100043	101003
100043	101018
100043	101023
100043	101024
100043	101025
100043	101027
100043	101040
100043	101054
100047	100763
100047	100764
100047	100765
100047	100766
100047	100778
100047	100784
100047	100787
100047	100792
100047	100800
100047	100805
100047	100838
100047	100852
100047	100861
100047	100862
100047	100891
100047	100892
100047	100902
100047	100916
100047	100954
100047	100958
100047	100959
100047	100988
100047	101003
100047	101018
100047	101023
100047	101024
100047	101025
100047	101027
100047	101040
100047	101054
100053	100763
100053	100764
100053	100765
100053	100766
100053	100778
100053	100784
100053	100787
100053	100792
100053	100800
100053	100805
100053	100838
100053	100852
100053	100861
100053	100862
100053	100891
100053	100892
100053	100902
100053	100916
100053	100954
100053	100958
100053	100959
100053	100988
100053	101003
100053	101018
100053	101023
100053	101024
100053	101025
100053	101027
100053	101040
100053	101054
