block,stat,MAF
1_0,0.025724094,0.005678144961692418
1_0,0.94482434,0.010659649948751236
1_0,0.7464866,0.10365823871727983
1_0,0.03517689,0.0034297586201792124
1_0,0.00027804688,0.0004083592283531221
1_0,0.09162643,0.006292648330950428
1_0,0.18652031,0.011360721064896238
1_0,0.812305,0.005086709356369863
1_0,0.10782515,0.0032481342907924758
1_0,0.3880286,0.010973689493993938
1_0,0.28922153,0.007732128768385038
1_0,0.8509043,0.008622263833855422
1_0,0.24166174,0.012878702861917496
1_0,0.56047606,0.007959292040474287
1_0,0.09332975,0.005651876997651791
1_0,0.8726728,0.0063789120118465095
1_0,0.16103385,0.000705749276012101
1_0,0.10817415,0.0032445317526054204
1_0,0.81415814,0.00506042742243446
1_0,0.23954356,0.012850179176098056
1_0,0.8411687,0.008556991906355341
1_0,0.094283745,0.005629594668848248
1_0,0.7574104,0.002401556115647881
1_0,0.11347974,0.00527986753894088
1_0,0.5047367,0.007529413153625627
1_0,0.26310375,0.0018262660270999956
1_0,0.17331097,0.017533632826928092
1_0,0.2010772,0.004185369231323274
1_0,0.10197935,0.0016895891724939033
1_0,0.24035825,0.009073427502333887
1_0,0.03492013,0.004012972273953312
1_0,0.0002921622,0.0004059663143502101
1_0,0.056052256,0.040124374841560215
1_0,0.018520754,0.008822777746409341
1_0,0.62458867,0.014543246220244133
1_0,0.13943954,0.05331843181438244
1_0,0.90868604,0.01464442665893397
1_0,0.0005753656,0.0020854428666311742
1_0,0.02598271,0.2090371029007705
1_0,0.5878482,0.014190277746112293
1_0,0.15350614,0.0007006278831215619
1_0,0.63754845,0.0016016315698644673
1_0,0.06203375,0.03853239120727822
1_0,0.94316787,0.1868588885436172
1_0,0.3262646,0.0057666988726875245
1_0,0.033253357,0.0011758647264572353
1_0,0.0003018531,0.00040765346914442194
1_4,0.23985288,0.0041044118219019
1_4,0.034739077,0.003226418991667535
1_4,0.76471233,0.004770635847657007
1_4,0.066525854,0.0019363271876729883
1_4,0.00030645405,0.000402845634301614
1_4,0.05711687,0.0019434789596391435
