block,stat,MAF
1_0,0.049454343,0.005678144961692418
1_0,0.22618523,0.010659649948751236
1_0,0.40844554,0.10365823871727983
1_0,0.21208417,0.0034297586201792124
1_0,8.6422326e-05,0.0004083592283531221
1_0,0.74760836,0.006292648330950428
1_0,0.74136364,0.011360721064896238
1_0,0.48263535,0.005086709356369863
1_0,0.01240172,0.0032481342907924758
1_0,0.32679248,0.010973689493993938
1_0,0.36016226,0.007732128768385038
1_0,0.14773817,0.008622263833855422
1_0,0.60207695,0.012878702861917496
1_0,0.10282279,0.007959292040474287
1_0,0.34163722,0.005651876997651791
1_0,0.88633686,0.0063789120118465095
1_0,0.011808665,0.000705749276012101
1_0,0.012453769,0.0032445317526054204
1_0,0.4833877,0.00506042742243446
1_0,0.6010983,0.012850179176098056
1_0,0.1502499,0.008556991906355341
1_0,0.34239987,0.005629594668848248
1_0,0.9692086,0.002401556115647881
1_0,0.20802392,0.00527986753894088
1_0,0.101174496,0.007529413153625627
1_0,0.704352,0.0018262660270999956
1_0,0.7263327,0.017533632826928092
1_0,0.24523897,0.004185369231323274
1_0,0.028557349,0.0016895891724939033
1_0,0.3171343,0.009073427502333887
1_0,0.016105274,0.004012972273953312
1_0,8.621697e-05,0.0004059663143502101
1_0,0.90581673,0.040124374841560215
1_0,0.032437354,0.008822777746409341
1_0,0.3851198,0.014543246220244133
1_0,0.49708518,0.05331843181438244
1_0,0.20343018,0.01464442665893397
1_0,0.00020577075,0.0020854428666311742
1_0,0.08190026,0.2090371029007705
1_0,0.6996997,0.014190277746112293
1_0,0.0109964805,0.0007006278831215619
1_0,0.53400713,0.0016016315698644673
1_0,0.14568944,0.03853239120727822
1_0,0.67398894,0.1868588885436172
1_0,0.07346043,0.0057666988726875245
1_0,0.041549984,0.0011758647264572353
1_0,9.439932e-05,0.00040765346914442194
1_4,0.654094,0.0041044118219019
1_4,0.2256974,0.003226418991667535
1_4,0.40740737,0.004770635847657007
1_4,0.042255998,0.0019363271876729883
1_4,0.00010059755,0.000402845634301614
1_4,0.6161951,0.0019434789596391435
1_7,0.1375891,0.0033617362778812204
1_8,0.21044354,0.15900704768805096
1_8,0.6617713,0.021434393163845444
1_8,0.35774586,0.01927373670971321
1_8,0.13971393,0.003167818868198217
1_8,0.4861737,0.021783860564687375
1_8,0.9623703,0.014431380339579395
1_8,0.8757674,0.005679672627310166
1_8,0.30204836,0.0020345627610441203
1_8,0.4861737,0.021783860564687375
1_11,0.80748546,0.01640803966602473
1_11,0.15569647,0.002866341122299618
1_11,0.6083511,0.01914033060362125
1_11,0.11516055,0.007746071258559628
1_11,0.6481794,0.0037847527487923456
1_11,0.012194696,0.0038996798424519637
1_11,0.9932861,0.005734692300762043
1_11,0.0001778281,0.0024560064723326094
1_11,0.5245218,0.005363190213754311
1_11,0.00010314857,0.00048311877976111217
1_11,0.673509,0.0022608771360529203
1_11,0.76785505,0.0034248896977573133
1_11,3.6075824e-05,0.0016688716122622745
1_11,0.55834574,0.021357239190517963
1_11,0.4967758,0.003916898470868168
1_11,0.28685123,0.00204757091283108
1_11,0.4732908,0.002210609807396291
1_11,0.09376169,0.00852119104515104
1_11,0.64440405,0.0019693561710177553
1_11,0.17570962,0.018257230995939778
1_11,0.01923411,0.07841770570512686
1_11,0.44641992,0.014030442509609557
1_11,0.033193447,0.006495454175206919
1_11,0.03434757,0.02725470151717856
1_11,0.6106818,0.005786929614660283
1_11,0.9123545,0.006960987956654513
1_11,0.8347496,0.00809153470978076
1_11,0.40013224,0.010688360126598444
1_11,0.018167153,0.01626664919095253
1_11,0.27016243,0.008114101038010278
1_11,0.5602802,0.0017755165701752909
1_11,0.14249913,0.008171866784550424
1_11,0.09542178,0.019699494790759692
1_11,0.946085,0.01778291694510528
1_11,0.10063649,0.020827971885938684
1_11,0.15581532,0.0029183959779380993
1_11,0.94158435,0.02067276933167955
1_11,0.0011613448,0.27709676931368427
1_11,0.62520546,0.0035013563825755504
1_11,0.74771583,0.016403428532320682
1_11,0.0429781,0.008751633866685607
1_11,0.010829113,0.0014915544074360636
1_11,0.12335376,0.000755210933726972
1_11,0.012755018,0.003325896630365181
1_11,0.09866434,0.017609198133263115
1_11,0.1557971,0.00286194349345589
1_11,0.00019349866,0.0005531046925384452
1_11,0.4843365,0.002005939334073
1_11,0.39646432,0.015681875233566577
1_11,0.771501,0.0010310096239123632
1_11,0.04121423,0.017190836639387294
1_11,0.3769328,0.010299357968783349
1_11,0.21651973,0.0032829905151260355
1_11,0.7508771,0.0034935748161496237
1_11,7.60823e-05,0.11005257799965174
1_11,0.6533015,0.001999694585933012
1_11,0.7304027,0.0018938112187725166
1_11,0.03939854,0.008570110339001106
1_11,0.100856684,0.018142860443024638
1_11,0.022217713,0.0014764173795306732
1_11,0.7203369,0.0025777780812432137
1_11,0.6641734,0.00727844564468778
1_11,0.009213589,0.20288764865906447
1_13,7.7438795e-05,0.0004170943859140766
1_14,0.8875091,0.012320409746716172
1_14,0.49398133,0.019597103462250586
1_14,0.22114813,0.0034617614051195237
1_14,0.13765143,0.03076701879934189
1_14,0.004746787,0.0012729761404303315
1_14,0.1557971,0.00286194349345589
1_14,0.8527698,0.3875159401121555
1_14,0.24311627,0.004158211616014409
1_14,0.00010471621,0.0004034434680566151
1_14,0.3140864,0.045278499691230295
1_14,0.7253006,0.014255970804139522
1_14,6.596499e-05,0.0030579482716384765
1_14,0.012784552,0.0014692500420825285
1_14,0.9566179,0.006648769933396744
1_15,0.47506994,0.010057190391827873
1_16,0.20341359,0.014512058079259114
1_16,0.5288945,0.0016400429545755922
1_16,0.35864666,0.09353990843066408
1_16,0.23237623,0.03307266913689579
1_17,0.7650132,0.0033358377369744167
1_17,0.5892874,0.0019682221599654037
1_17,0.0010011627,0.0003012402900260486
1_17,0.018450487,0.0009292223644253388
1_17,0.00021603846,0.0021210205100063426
1_17,0.6149973,0.0020392840228173584
1_20,0.00010059755,0.000402845634301614
1_20,0.26394472,0.0044514712627014945
1_33,0.4770292,0.005145306944319332
1_34,0.00016389872,0.0012986046219455162
1_35,0.0005944658,0.03145303479199502
1_35,0.01143678,0.007111736744239492
1_35,0.88073707,0.006399919558410471
1_35,0.38829064,0.04259012678439648
1_39,0.00010059755,0.000402845634301614
1_39,0.95111436,0.03042331957039517
1_39,0.030821929,0.011598955304205618
1_39,0.14843227,0.0030205358336989844
1_39,0.8401332,0.06674477015512577
1_39,0.47889167,0.019882790128377754
1_39,0.0048242253,0.0007323848035662347
1_39,0.016007265,0.0040420294959244985
1_39,0.012784552,0.0014692500420825285
1_39,0.8256707,0.003444071770159312
1_39,0.9933329,0.012846929999927821
1_39,0.7053129,0.00590299799519352
1_39,0.27316135,0.020255653950953762
1_39,0.08028088,0.001760888803796325
1_39,0.79873306,0.010254221668095021
1_39,0.75819623,0.014271848784578376
1_41,0.97604483,0.009708736016065032
1_42,0.13609912,0.016403785496968706
1_42,0.77262026,0.003631976319790689
1_42,0.6813049,0.0022622747882297097
1_42,0.37292272,0.0052314599254134385
1_42,0.006989368,0.0022945154915937228
1_42,0.4767665,0.015580730601827202
1_42,0.8903937,0.003730242765139325
1_42,0.6161715,0.0022758303337822566
1_42,0.00014062716,0.00048239455286084985
1_42,0.014858638,0.003729717615833533
1_42,0.24067548,0.002001739029076163
1_42,0.99332625,0.005699342322930766
1_42,2.6563006e-05,0.0015715177650364185
1_42,0.011390813,0.0016218383345634898
1_42,0.07020467,0.05109248233227772
1_42,0.19600694,0.016285607032878277
1_42,0.54815376,0.0051777014102836446
1_42,0.024946017,0.012084735812082031
1_42,0.023608161,0.007928059031979233
1_42,0.26442003,0.01313257014248817
1_42,0.13609912,0.016403785496968706
1_42,0.661255,0.004461827432507391
1_42,0.8806974,0.01921274777479945
1_42,0.31910968,0.007087655119910827
1_42,0.10153787,0.05918437650758498
1_42,0.40574646,0.026934547882376515
1_42,0.23374748,0.021210300734801055
1_42,0.8681641,0.024425525300373906
1_42,0.22695997,0.010243253280604398
1_42,0.11651226,0.004907693061884844
1_42,0.20304048,0.00370512478017013
1_42,0.15073675,0.003203933728178563
1_42,0.00020468612,0.0020868691144141542
1_42,0.0056910836,0.002421973143263689
1_42,0.005689386,0.002420497024919671
1_42,0.016108537,0.003993916419428857
1_42,0.6161951,0.0019434789596391435
1_42,0.026932538,0.0016847680053353005
1_43,0.35921842,0.009889116670087452
1_43,0.06098159,0.007169601712144416
1_43,0.00015374381,0.002324018645355784
1_43,0.7288129,0.004069816591742813
1_43,0.13710125,0.01680432961329399
1_43,0.00022103927,0.11705655092545379
1_43,0.32018942,0.1841835763055406
1_43,0.25615758,0.0018965468643114495
1_43,0.012907579,0.0035793632786491293
1_43,0.01624247,7.280746903411119e-07
1_43,0.15380573,0.4567517465042988
1_43,0.008209085,0.242198064609512
1_43,0.61148953,0.0022143121230096736
1_43,0.3500568,0.010506527807851456
1_43,0.0052332566,0.0003696692244497379
1_43,0.21435873,0.004197924891322689
1_45,0.00023113634,0.12476130151127358
1_45,0.79324776,0.0069428355629986
1_45,0.15705507,0.002971712701846261
1_45,0.62589496,0.006876462856940487
1_45,0.16089953,0.003311483322492628
1_45,0.1975601,0.08709482517485638
1_45,0.20803571,0.4010052084172732
1_45,0.45006207,0.11073908071571198
1_45,0.4137784,0.07489235881597253
1_45,0.1975601,0.08709482517485638
1_45,0.6678374,0.008291819575433143
1_45,0.0014812838,0.15049987073468932
1_45,0.7570178,0.00329981229466092
1_45,0.00069038366,0.13444028339386235
1_45,0.40740737,0.004770635847657007
1_45,0.744439,0.003945156842818683
1_45,0.35922647,0.009878649347316826
1_45,0.5407159,0.004139503286533366
1_45,0.10127958,0.01941788184063723
1_45,0.022347393,0.11803251219938365
1_45,0.35922647,0.009878649347316826
1_45,0.15852156,0.006040286758894618
1_45,3.9176386e-05,0.0014022713830525012
1_45,0.03479165,0.021938683101413194
1_45,0.04168739,0.0267273628821709
1_45,0.6714209,0.004655365758809306
1_45,0.83639646,0.0036999579665333896
1_45,0.33748809,0.0198934975441939
1_45,0.2737204,0.0015563795203323348
1_45,0.4693057,0.013664325358382827
1_45,0.01976404,0.009857336738386704
1_45,0.09951926,0.018077701145336546
1_46,0.27781558,0.02513422198301992
1_46,0.3236641,0.0018559227068583781
1_46,0.722616,0.01755826882099
1_46,0.00038487435,0.0022615240692358696
1_46,9.167187e-05,0.00044847302921617854
1_46,0.73488194,0.0033557342924730974
1_46,0.57049006,0.0022136980328572547
1_46,0.6159098,0.0018311658816732319
1_46,0.01619731,0.0015218247027301065
1_46,0.33043015,0.005319733610242916
1_46,0.8757214,0.013182824054200066
1_46,0.0645209,0.006083514289068091
